From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
AAC73245.1	P31057	reviewed	PANB_ECOLI	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB b0134 JW0130	Escherichia coli (strain K12)	264
AAC73246.1	P31058	reviewed	YADC_ECOLI	Uncharacterized fimbrial-like protein YadC	yadC b0135 JW0131	Escherichia coli (strain K12)	412
AAC73247.1	P37016	reviewed	YADK_ECOLI	Uncharacterized fimbrial-like protein YadK	yadK b0136 JW0132	Escherichia coli (strain K12)	198
AAC73248.1	P37017	reviewed	YADL_ECOLI	Uncharacterized fimbrial-like protein YadL	yadL b0137 JW0133	Escherichia coli (strain K12)	201
AAC73249.2	P37018	reviewed	YADM_ECOLI	Uncharacterized fimbrial-like protein YadM	yadM b0138 JW0134	Escherichia coli (strain K12)	189
AAC73250.1	P33129	reviewed	HTRE_ECOLI	Outer membrane usher protein HtrE (Heat shock protein E)	htrE b0139 JW0135	Escherichia coli (strain K12)	865
AAC73251.1	P33128	reviewed	YADV_ECOLI	Probable fimbrial chaperone YadV	yadV ecpD b0140 JW0136	Escherichia coli (strain K12)	246
AAC73252.1	P37050	reviewed	YADN_ECOLI	Uncharacterized fimbrial-like protein YadN	yadN b0141 JW0137	Escherichia coli (strain K12)	194
AAC73253.1	P26281	reviewed	HPPK_ECOLI	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	folK b0142 JW0138	Escherichia coli (strain K12)	159
AAC73254.2	P0ABF1	reviewed	PCNB_ECOLI	Poly(A) polymerase I (PAP I) (EC 2.7.7.19) (Plasmid copy number protein)	pcnB b0143 JW5808	Escherichia coli (strain K12)	465
AAC73255.3	P27305	reviewed	GLUQ_ECOLI	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	gluQ yadB b0144 JW5892	Escherichia coli (strain K12)	308
AAC73256.1	P0ABS1	reviewed	DKSA_ECOLI	RNA polymerase-binding transcription factor DksA (DnaK suppressor protein)	dksA b0145 JW0141	Escherichia coli (strain K12)	151
AAC73257.1	P0A823	reviewed	SFSA_ECOLI	Sugar fermentation stimulation protein A	sfsA sfs1 b0146 JW0142	Escherichia coli (strain K12)	234
AAC73258.2	P37025	reviewed	THPR_ECOLI	RNA 2',3'-cyclic phosphodiesterase (RNA 2',3'-CPDase) (EC 3.1.4.58) (Two-histidine 2',3'-cyclic phosphodiesterase acting on RNA)	thpR ligT yadP b0147 JW5011	Escherichia coli (strain K12)	176
AAC73259.2	P37024	reviewed	HRPB_ECOLI	ATP-dependent RNA helicase HrpB (EC 3.6.4.13)	hrpB yadO b0148 JW0144	Escherichia coli (strain K12)	809
AAC73260.1	P02919	reviewed	PBPB_ECOLI	Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase) (Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	mrcB pbpF ponB b0149 JW0145	Escherichia coli (strain K12)	844
AAC73261.1	P06971	reviewed	FHUA_ECOLI	Ferrichrome outer membrane transporter/phage receptor (Ferric hydroxamate receptor) (Ferric hydroxamate uptake) (Ferrichrome-iron receptor)	fhuA tonA b0150 JW0146	Escherichia coli (strain K12)	747
AAC73262.1	P07821	reviewed	FHUC_ECOLI	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 7.2.2.16) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	fhuC b0151 JW0147	Escherichia coli (strain K12)	265
AAC73263.1	P07822	reviewed	FHUD_ECOLI	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD)	fhuD b0152 JW0148	Escherichia coli (strain K12)	296
AAC73264.1	P06972	reviewed	FHUB_ECOLI	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	fhuB b0153 JW0149	Escherichia coli (strain K12)	660
AAC73265.1	P23893	reviewed	GSA_ECOLI	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL gsa popC b0154 JW0150	Escherichia coli (strain K12)	426
QNV50518.1	P0DSE3	reviewed	YADX_ECOLI	Protein YadX	yadX b4765	Escherichia coli (strain K12)	15
AAC73266.1	P37019	reviewed	CLCA_ECOLI	H(+)/Cl(-) exchange transporter ClcA (ClC-ec1)	clcA eriC yadQ b0155 JW5012	Escherichia coli (strain K12)	473
AYC08166.1	P0DPM7	reviewed	YADW_ECOLI	Protein YadW	yadW b4728	Escherichia coli (strain K12)	21
AAC73267.1	P0ACC3	reviewed	ERPA_ECOLI	Iron-sulfur cluster insertion protein ErpA	erpA yadR b0156 JW0152	Escherichia coli (strain K12)	114
AAC73268.1	P0AFP0	reviewed	YADS_ECOLI	UPF0126 inner membrane protein YadS	yadS b0157 JW0153	Escherichia coli (strain K12)	207
AAC73269.1	P37028	reviewed	BTUF_ECOLI	Vitamin B12-binding protein	btuF yadT b0158 JW0154	Escherichia coli (strain K12)	266
AAC73270.1	P0AF12	reviewed	MTNN_ECOLI	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	mtnN mtn pfs yadA b0159 JW0155	Escherichia coli (strain K12)	232
AAC73271.1	P15723	reviewed	DGTP_ECOLI	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)	dgt b0160 JW0156	Escherichia coli (strain K12)	505
AAC73272.1	P0C0V0	reviewed	DEGP_ECOLI	Periplasmic serine endoprotease DegP (EC 3.4.21.107) (Heat shock protein DegP) (Protease Do)	degP htrA ptd b0161 JW0157	Escherichia coli (strain K12)	474
AAC73273.2	P37047	reviewed	CDAR_ECOLI	Carbohydrate diacid regulator (Sugar diacid regulator)	cdaR sdaR yaeG b0162 JW5013	Escherichia coli (strain K12)	385
AAC73274.1	P62768	reviewed	YAEH_ECOLI	UPF0325 protein YaeH	yaeH b0163 JW0159	Escherichia coli (strain K12)	128
AAC73275.2	P37049	reviewed	YAEI_ECOLI	Phosphodiesterase YaeI (EC 3.1.4.-)	yaeI b0164 JW5014	Escherichia coli (strain K12)	270
AAC73277.1	P0A9D8	reviewed	DAPD_ECOLI	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Succinyl-CoA: tetrahydrodipicolinate N-succinyltransferase) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD b0166 JW0161	Escherichia coli (strain K12)	274
AAC73278.1	P27249	reviewed	GLND_ECOLI	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD b0167 JW0162	Escherichia coli (strain K12)	890
AAC73279.1	P0AE18	reviewed	MAP1_ECOLI	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map b0168 JW0163	Escherichia coli (strain K12)	264
AAC73280.1	P0A7V0	reviewed	RS2_ECOLI	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	rpsB b0169 JW0164	Escherichia coli (strain K12)	241
AAC73281.1	P0A6P1	reviewed	EFTS_ECOLI	Elongation factor Ts (EF-Ts) (Bacteriophage Q beta RNA-directed RNA polymerase subunit IV)	tsf b0170 JW0165	Escherichia coli (strain K12)	283
AAC73282.1	P0A7E9	reviewed	PYRH_ECOLI	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH smbA b0171 JW0166	Escherichia coli (strain K12)	241
AAC73283.1	P0A805	reviewed	RRF_ECOLI	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr rrf b0172 JW0167	Escherichia coli (strain K12)	185
AAC73284.1	P45568	reviewed	DXR_ECOLI	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr ispC yaeM b0173 JW0168	Escherichia coli (strain K12)	398
AAC73285.1	P60472	reviewed	UPPS_ECOLI	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	ispU rth uppS yaeS b0174 JW0169	Escherichia coli (strain K12)	253
AAC73286.2	P0ABG1	reviewed	CDSA_ECOLI	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA cds b0175 JW5810	Escherichia coli (strain K12)	285
AAC73287.1	P0AEH1	reviewed	RSEP_ECOLI	Regulator of sigma-E protease RseP (EC 3.4.24.-) (S2P endopeptidase) (Site-2 protease RseP) (S2P protease RseP) (Site-2-type intramembrane protease)	rseP ecfE yaeL b0176 JW0171	Escherichia coli (strain K12)	450
AAC73288.1	P0A940	reviewed	BAMA_ECOLI	Outer membrane protein assembly factor BamA (Omp85)	bamA yaeT yzzN yzzY b0177 JW0172	Escherichia coli (strain K12)	810
AAC73289.1	P0AEU7	reviewed	SKP_ECOLI	Chaperone protein Skp (DNA-binding 17 kDa protein) (Histone-like protein HLP-1) (Seventeen kilodalton protein)	skp hlpA ompH b0178 JW0173	Escherichia coli (strain K12)	161
AAC73290.1	P21645	reviewed	LPXD_ECOLI	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (UDP-3-O-(3-OHC14)-GlcN N-acyltransferase) (EC 2.3.1.191) (Protein FirA) (Rifampicin resistance protein) (UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase)	lpxD firA omsA b0179 JW0174	Escherichia coli (strain K12)	341
AAC73291.1	P0A6Q6	reviewed	FABZ_ECOLI	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (17 kDa actomyosin component) (Beta-hydroxyacyl-ACP dehydratase)	fabZ sefA yaeA b0180 JW0175	Escherichia coli (strain K12)	151
AAC73292.1	P0A722	reviewed	LPXA_ECOLI	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA b0181 JW0176	Escherichia coli (strain K12)	262
AAC73293.1	P10441	reviewed	LPXB_ECOLI	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB pgsB b0182 JW0177	Escherichia coli (strain K12)	382
AAC73294.1	P10442	reviewed	RNH2_ECOLI	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB b0183 JW0178	Escherichia coli (strain K12)	198
AAC73295.1	P10443	reviewed	DPO3A_ECOLI	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE polC b0184 JW0179	Escherichia coli (strain K12)	1160
AAC73296.1	P0ABD5	reviewed	ACCA_ECOLI	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA b0185 JW0180	Escherichia coli (strain K12)	319
AAC73297.1	P52095	reviewed	LDCC_ECOLI	Constitutive lysine decarboxylase (LDCC) (EC 4.1.1.18)	ldcC ldc ldcH b0186 JW0181	Escherichia coli (strain K12)	713
AAC73298.2	P52096	reviewed	YAER_ECOLI	Uncharacterized protein YaeR	yaeR b0187 JW0182	Escherichia coli (strain K12)	129
AAC73299.1	P52097	reviewed	TILS_ECOLI	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS mesJ yaeN b0188 JW0183	Escherichia coli (strain K12)	432
AAC73300.2	P0AFW8	reviewed	ROF_ECOLI	Protein rof	rof yaeO b0189 JW0184	Escherichia coli (strain K12)	84
AAT48124.1	P0A8K5	reviewed	YAEP_ECOLI	UPF0253 protein YaeP	yaeP b4406 JW0185	Escherichia coli (strain K12)	66
AAC73301.1	P0AA97	reviewed	YAEQ_ECOLI	Uncharacterized protein YaeQ	yaeQ b0190 JW0186	Escherichia coli (strain K12)	181
AAC73302.1	P40711	reviewed	ARFB_ECOLI	Peptidyl-tRNA hydrolase ArfB (PTH) (EC 3.1.1.29) (Alternative ribosome-rescue factor B)	arfB yaeJ b0191 JW0187	Escherichia coli (strain K12)	140
AAC73303.1	P40710	reviewed	NLPE_ECOLI	Lipoprotein NlpE (Copper homeostasis protein CutF)	nlpE cutF b0192 JW0188	Escherichia coli (strain K12)	236
AAC73304.2	P37056	reviewed	YAEF_ECOLI	Probable lipoprotein peptidase YaeF (EC 3.4.-.-) (Uncharacterized lipoprotein YaeF)	yaeF yaeK b0193 JW5016	Escherichia coli (strain K12)	274
AAC73305.1	P16659	reviewed	SYP_ECOLI	Proline--tRNA ligase (EC 6.1.1.15) (Global RNA synthesis factor) (Prolyl-tRNA synthetase) (ProRS)	proS drpA b0194 JW0190	Escherichia coli (strain K12)	572
AAC73306.1	P28634	reviewed	TRMO_ECOLI	tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA (m6t6A37) methyltransferase) (tRNA methyltransferase O)	trmO tsaA yaeB b0195 JW0191	Escherichia coli (strain K12)	235
AAC73307.1	P69411	reviewed	RCSF_ECOLI	Outer membrane lipoprotein RcsF	rcsF b0196 JW0192	Escherichia coli (strain K12)	134
AAC73308.1	P28635	reviewed	METQ_ECOLI	D-methionine-binding lipoprotein MetQ	metQ yaeC b0197 JW0193	Escherichia coli (strain K12)	271
AAC73309.1	P31547	reviewed	METI_ECOLI	D-methionine transport system permease protein MetI	metI yaeE b0198 JW0194	Escherichia coli (strain K12)	217
AAC73310.1	P30750	reviewed	METN_ECOLI	Methionine import ATP-binding protein MetN (EC 7.4.2.11)	metN abc b0199 JW0195	Escherichia coli (strain K12)	343
AAC73311.1	P63228	reviewed	GMHBB_ECOLI	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB yaeD b0200 JW0196	Escherichia coli (strain K12)	191
AAC73312.1	P30863	reviewed	DKGB_ECOLI	2,5-diketo-D-gluconic acid reductase B (2,5-DKG reductase B) (2,5-DKGR B) (25DKGR-B) (EC 1.1.1.346) (AKR5D)	dkgB yafB b0207 JW0197	Escherichia coli (strain K12)	267
AAC73313.1	P30864	reviewed	YAFC_ECOLI	Uncharacterized HTH-type transcriptional regulator YafC	yafC b0208 JW0198	Escherichia coli (strain K12)	304
AAC73314.1	P0A8U2	reviewed	YAFD_ECOLI	UPF0294 protein YafD	yafD b0209 JW5017	Escherichia coli (strain K12)	266
AAC73315.1	P30866	reviewed	YAFE_ECOLI	Uncharacterized protein YafE	yafE b0210 JW0200	Escherichia coli (strain K12)	207
AAC73316.1	P0AEZ7	reviewed	MLTD_ECOLI	Membrane-bound lytic murein transglycosylase D (EC 4.2.2.n1) (Murein hydrolase D) (Regulatory protein DniR)	mltD dniR yafG b0211 JW5018	Escherichia coli (strain K12)	452
AAC73317.1	P0AC84	reviewed	GLO2_ECOLI	Hydroxyacylglutathione hydrolase GloB (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB yafR b0212 JW0202	Escherichia coli (strain K12)	251
UMR55111.1	P0DUW0	reviewed	YKFO_ECOLI	Protein YkfO	ykfO b4815	Escherichia coli (strain K12)	10
AAC73318.2	P75672	reviewed	YAFS_ECOLI	Uncharacterized protein YafS	yafS b0213 JW0203	Escherichia coli (strain K12)	240
AAC73319.1	P0A7Y4	reviewed	RNH_ECOLI	Ribonuclease HI (RNase HI) (EC 3.1.26.4) (Ribonuclease H) (RNase H)	rnhA dasF herA rnh sdrA b0214 JW0204	Escherichia coli (strain K12)	155
AAC73320.1	P03007	reviewed	DPO3E_ECOLI	DNA polymerase III subunit epsilon (EC 2.7.7.7)	dnaQ mutD b0215 JW0205	Escherichia coli (strain K12)	243
AAC73321.1	P77339	reviewed	YAFT_ECOLI	Uncharacterized lipoprotein YafT	yafT b0217 JW0206	Escherichia coli (strain K12)	261
ABP93434.1	A5A605	reviewed	YKFM_ECOLI	Uncharacterized protein YkfM	ykfM b4586	Escherichia coli (strain K12)	159
AAC73323.1	Q47679	reviewed	YAFV_ECOLI	Omega-amidase YafV (EC 3.5.1.3)	yafV b0219 JW5019	Escherichia coli (strain K12)	256
AAC73324.1	P0AD59	reviewed	IVY_ECOLI	Inhibitor of vertebrate lysozyme	ivy ykfE b0220 JW0210	Escherichia coli (strain K12)	157
AAC73325.2	Q47146	reviewed	FADE_ECOLI	Acyl-coenzyme A dehydrogenase (ACDH) (Acyl-CoA dehydrogenase) (EC 1.3.8.7) (EC 1.3.8.8)	fadE yafH b0221 JW5020	Escherichia coli (strain K12)	814
AAC73326.1	P63224	reviewed	GMHA_ECOLI	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA lpcA tfrA yafI b0222 JW0212	Escherichia coli (strain K12)	192
AAC73327.1	Q47147	reviewed	YAFJ_ECOLI	Putative glutamine amidotransferase YafJ (EC 2.4.2.-)	yafJ b0223 JW0213	Escherichia coli (strain K12)	255
AAC73328.1	P0AA99	reviewed	YAFK_ECOLI	Putative L,D-transpeptidase YafK (EC 2.-.-.-)	yafK b0224 JW0214	Escherichia coli (strain K12)	246
AAC73329.1	Q47149	reviewed	YAFQ_ECOLI	mRNA interferase toxin YafQ (EC 3.1.-.-) (Endoribonuclease YafQ) (Toxin YafQ)	yafQ b0225 JW0215	Escherichia coli (strain K12)	92
AAC73330.1	Q47150	reviewed	DINJ_ECOLI	Antitoxin DinJ	dinJ b0226 JW0216	Escherichia coli (strain K12)	86
AAC73331.1	Q47151	reviewed	YAFL_ECOLI	Probable endopeptidase YafL (EC 3.4.-.-) (Uncharacterized lipoprotein YafL)	yafL b0227 JW0217	Escherichia coli (strain K12)	249
AAC73332.1	Q47152	reviewed	RAYT_ECOLI	REP-associated tyrosine transposase	rayT TnpAREP yafM b0228 JW0218	Escherichia coli (strain K12)	165
AAC73335.1	Q47155	reviewed	DPO4_ECOLI	DNA polymerase IV (Pol IV) (EC 2.7.7.7) (Translesion synthesis polymerase IV) (TSL polymerase IV)	dinB dinP b0231 JW0221	Escherichia coli (strain K12)	351
AAC73336.1	Q47156	reviewed	YAFN_ECOLI	Antitoxin YafN	yafN b0232 JW0222	Escherichia coli (strain K12)	97
AAC73337.1	Q47157	reviewed	YAFO_ECOLI	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)	yafO b0233 JW0223	Escherichia coli (strain K12)	132
AAC73338.1	Q47158	reviewed	YAFP_ECOLI	Uncharacterized N-acetyltransferase YafP (EC 2.3.1.-)	yafP b0234 JW0224	Escherichia coli (strain K12)	150
AAC73341.1	P15288	reviewed	PEPD_ECOLI	Cytosol non-specific dipeptidase (EC 3.4.13.18) (Aminoacyl-histidine dipeptidase) (Beta-alanyl-histidine dipeptidase) (Carnosinase) (Cysteinylglycinase) (Peptidase D) (Xaa-His dipeptidase) (X-His dipeptidase)	pepD pepH b0237 JW0227	Escherichia coli (strain K12)	485
AAC73342.1	P0A9M5	reviewed	XGPT_ECOLI	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.-) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	gpt gpp gxu b0238 JW0228	Escherichia coli (strain K12)	152
AAC73343.1	P04335	reviewed	FRSA_ECOLI	Esterase FrsA (EC 3.1.1.1) (Fermentation/respiration switch protein)	frsA yafA b0239 JW0229	Escherichia coli (strain K12)	414
AYC08167.1	A0A385XJL4	reviewed	INSB9_ECOLI	Insertion element IS1 9 protein InsB (IS1i)	insB9 b4710	Escherichia coli (strain K12)	167
AYC08168.1	A0A385XJ53	reviewed	INSA9_ECOLI	Insertion element IS1 9 protein InsA (IS1 repressor TnpA)	insA9 b4709	Escherichia coli (strain K12)	91
AAC73345.1	P02932	reviewed	PHOE_ECOLI	Outer membrane porin PhoE (Outer membrane pore protein E)	phoE ompE b0241 JW0231	Escherichia coli (strain K12)	351
AAC73346.1	P0A7B5	reviewed	PROB_ECOLI	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB b0242 JW0232	Escherichia coli (strain K12)	367
AAC73347.1	P07004	reviewed	PROA_ECOLI	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA b0243 JW0233	Escherichia coli (strain K12)	417
AAC73348.1	P77692	reviewed	YKFI_ECOLI	Toxin YkfI	ykfI b0245 JW0234	Escherichia coli (strain K12)	113
AAC73349.1	Q47684	reviewed	YAFW_ECOLI	Antitoxin YafW	yafW b0246 JW0235	Escherichia coli (strain K12)	105
ABD18634.1	Q9XB42	reviewed	YKFH_ECOLI	Uncharacterized protein YkfH	ykfH b4504 JW5956	Escherichia coli (strain K12)	73
AAC73350.1	Q47685	reviewed	YKFG_ECOLI	UPF0758 protein YkfG	ykfG b0247 JW0236	Escherichia coli (strain K12)	158
AAC73351.1	P75676	reviewed	YAFX_ECOLI	Uncharacterized protein YafX	yafX b0248 JW5022	Escherichia coli (strain K12)	152
AAC73352.1	P75677	reviewed	YKFF_ECOLI	UPF0401 protein YkfF	ykfF b0249 JW5023	Escherichia coli (strain K12)	79
AAC73353.1	P77162	reviewed	YKFB_ECOLI	Uncharacterized protein YkfB	ykfB b0250 JW0239	Escherichia coli (strain K12)	155
AAC73354.2	P77365	reviewed	YAFY_ECOLI	Lipoprotein YafY	yafY b0251 JW0240	Escherichia coli (strain K12)	147
AAC73355.2	P77206	reviewed	YAFZ_ECOLI	UPF0380 protein YafZ	yafZ b0252 JW0242	Escherichia coli (strain K12)	273
AAC73356.2	P75678	reviewed	YKFA_ECOLI	Uncharacterized protein YkfA	ykfA b0253 JW0243	Escherichia coli (strain K12)	287
AAC73357.1	Q57083	reviewed	PERR_ECOLI	HTH-type transcriptional regulator PerR (Peroxide resistance protein PerR)	perR b0254 JW0244	Escherichia coli (strain K12)	297
AAC73359.1	P0CF88	reviewed	INSI1_ECOLI	Transposase InsI for insertion sequence element IS30A	insI1 b0256 JW0246	Escherichia coli (strain K12)	383
AYC08169.1	Q47688	reviewed	YKFC_ECOLI	Protein YkfC	ykfC b0258 JW5813	Escherichia coli (strain K12)	381
AAC73362.2	P0CE49	reviewed	INSH1_ECOLI	Transposase InsH for insertion sequence element IS5A	insH1 b0259 JW0250	Escherichia coli (strain K12)	326
AAC73363.2	Q47689	reviewed	MMUP_ECOLI	Probable S-methylmethionine permease	mmuP ykfD b0260 JW5027	Escherichia coli (strain K12)	467
AAC73364.1	Q47690	reviewed	MMUM_ECOLI	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	mmuM yagD b0261 JW0253	Escherichia coli (strain K12)	310
AAC73365.2	P37009	reviewed	FBPC_ECOLI	Fe(3+) ions import ATP-binding protein FbpC (EC 7.2.2.7)	fbpC afuC yagC b0262 JW0254	Escherichia coli (strain K12)	348
AAC73367.1	P0CF26	reviewed	INSB2_ECOLI	Insertion element IS1 2 protein InsB (IS1b)	insB2 b0264 JW0256	Escherichia coli (strain K12)	167
AAC73368.1	P0CF08	reviewed	INSA2_ECOLI	Insertion element IS1 2 protein InsA (IS1b)	insA2 b0265 JW0257	Escherichia coli (strain K12)	91
AYC08170.1	P37008	reviewed	YAGB_ECOLI	Orphan antitoxin YagB	yagB b0266 JW0259	Escherichia coli (strain K12)	116
AAC73370.1	P37007	reviewed	YAGA_ECOLI	Uncharacterized protein YagA	yagA b0267 JW0260	Escherichia coli (strain K12)	384
AAC73371.2	P75682	reviewed	YAGE_ECOLI	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE (KDG aldolase YagE) (EC 4.1.2.51) (Putative 2-dehydro-3-deoxy-D-pentonate aldolase YagE) (EC 4.1.2.28)	yagE b0268 JW0261	Escherichia coli (strain K12)	302
AAC73372.1	P77596	reviewed	YAGF_ECOLI	D-xylonate dehydratase YagF (EC 4.2.1.82)	yagF b0269 JW0262	Escherichia coli (strain K12)	655
