Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Genes in same transcription unit	Accession-1
sdhA	b0723	755907	757673	succinate:quinone oxidoreductase, FAD binding protein	WELL-CHARACTERIZED	b0725 // sdhX // sdhC // sucA // sucB // sucC // sucD // sdhB // sdhA // sdhD	b0723
rna	b0611	644197	645003	RNase I	WELL-CHARACTERIZED	rna	b0611
ykfF	b0249	265304	265543	CP4-6 prophage; protein YkfF	UNCHARACTERIZED	yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB	b0249
yjbF	b4027	4236262	4236900	lipoprotein YjbF	UNCHARACTERIZED	yjbH // yjbG // yjbF // yjbE	b4027
yeiB	b2152	2241810	2242967	DUF418 domain-containing protein YeiB	UNCHARACTERIZED	folE // yeiB	b2152
ileX	b3069	3215598	3215673	tRNA-Ile(CAU)	WELL-CHARACTERIZED	ileX	b3069
secF	b0409	429505	430476	Sec translocon accessory complex subunit SecF	WELL-CHARACTERIZED	secF // secD // yajC // tgt	b0409
yadL	b0137	151626	152231	putative fimbrial protein YadL	PARTIAL	yadK // yadL // yadM // yadC	b0137
yfiE	b2577	2714439	2715320	putative LysR-type DNA-binding transcriptional regulator YfiE	PARTIAL	yfiE	b2577
tyrS	b1637	1715948	1717222	tyrosine&mdash;tRNA ligase	WELL-CHARACTERIZED	pdxH // tyrS // pdxY	b1637
yphA	b2543	2673346	2673768	putative inner membrane protein	UNCHARACTERIZED	yphA	b2543
paoA	b0286	301884	302573	aldehyde dehydrogenase, Fe-S subunit	WELL-CHARACTERIZED	paoA // paoB // paoC // paoD	b0286
cspH	b0989	1050963	1051175	CspA family protein CspH	UNCHARACTERIZED	cspH	b0989
caiT	b0040	40417	41931	L-carnitine:&gamma;-butyrobetaine antiporter	WELL-CHARACTERIZED	caiB // caiA // caiT // caiE // caiD // caiC	b0040
yfeK	b2419	2537342	2537716	DUF5329 domain-containing protein YfeK	UNCHARACTERIZED	yfeS // yfeK	b2419
sufB	b1683	1762522	1764009	Fe-S cluster scaffold complex subunit SufB	WELL-CHARACTERIZED	sufE // sufS // sufD // sufC // sufB // sufA	b1683
kdpF	b4513	728732	728821	K<sup>+</sup> transporting P-type ATPase subunit KdpF	WELL-CHARACTERIZED	kdpF // kdpC // kdpB // kdpA	b4513
pntB	b1602	1674972	1676360	pyridine nucleotide transhydrogenase subunit &beta;	WELL-CHARACTERIZED	pntB // pntA	b1602
nagA	b0677	701603	702751	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	WELL-CHARACTERIZED	umpH // nagC // nagA // nagB	b0677
rffC	b3790	3974467	3975141	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	WELL-CHARACTERIZED	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe	b3790
ygbA	b2732	2856453	2856806	protein YgbA	UNCHARACTERIZED	ygbA	b2732
cusA	b0575	598714	601857	copper/silver export system RND permease	WELL-CHARACTERIZED	cusA // cusB // cusF // cusC	b0575
pdxJ	b2564	2700998	2701729	pyridoxine 5'-phosphate synthase	WELL-CHARACTERIZED	acpS // pdxJ // recO // era // rnc	b2564
lysU	b4129	4353200	4354717	lysyl-tRNA synthetase	WELL-CHARACTERIZED	lysU	b4129
rrlE	b4009	4210043	4212946	23S ribosomal RNA	WELL-CHARACTERIZED	gltV // rrsE // rrfE // rrlE	b4009
rpnD	b4584	4568998	4569918	putative inactive recombination-promoting nuclease-like protein RpnD		rpnD	b4584
tamB	b4221	4444112	4447891	translocation and assembly module subunit TamB	PARTIAL	ytfP // tamB // tamA	b4221
bioF	b0776	810381	811535	8-amino-7-oxononanoate synthase	WELL-CHARACTERIZED	bioB // bioF // bioC // bioD	b0776
trhA	b2899	3042489	3043148	transmembrane homeostasis protein A	PARTIAL	trhA	b2899
cstA	b0598	629894	631999	pyruvate transporter CstA	WELL-CHARACTERIZED	cstA	b0598
zinT	b1973	2041375	2042025	metal-binding protein ZinT	WELL-CHARACTERIZED	zinT	b1973
naRNA1		4326305	4326381	naRNA1	UNCHARACTERIZED		
rnlA	b2630	2765918	2766991	CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system	WELL-CHARACTERIZED	rnlB // rnlA	b2630
ydcH	b1426	1498651	1498875	DUF465 domain-containing protein YdcH	UNCHARACTERIZED	ydcH	b1426
ybdM	b0601	634747	635376	ParB-like nuclease domain-containing protein YbdM	UNCHARACTERIZED	ybdN // citR // ybdM	b0601
sanA	b2144	2232878	2233597	DUF218 domain-containing protein SanA	UNCHARACTERIZED	yeiS // sanA	b2144
glmS	b3729	3911839	3913668	L-glutamine&mdash;D-fructose-6-phosphate aminotransferase	WELL-CHARACTERIZED	glmS // glmU	b3729
guaC	b0104	113444	114487	GMP reductase	WELL-CHARACTERIZED	guaC	b0104
ibsC	b4665	3056890	3056949	toxic peptide IbsC	PARTIAL	ibsC	b4665
fumC	b1611	1685185	1686588	fumarase C	WELL-CHARACTERIZED	fumA // fumC	b1611
yjfN	b4188	4416017	4416292	protease activator YjfN	PARTIAL	yjfN	b4188
nadB	b2574	2710420	2712042	L-aspartate oxidase	WELL-CHARACTERIZED	nadB	b2574
mdtG	b1053	1114264	1115490	efflux pump MdtG	WELL-CHARACTERIZED	mdtG	b1053
ettA	b4391	4628855	4630522	energy-dependent translational throttle protein EttA	WELL-CHARACTERIZED	ettA	b4391
nrdG	b4237	4459900	4460364	anaerobic ribonucleoside-triphosphate reductase activating protein	WELL-CHARACTERIZED	nrdG // nrdD	b4237
tfaX	b0563	582875	583060	DLP12 prophage; protein TfaX	UNCHARACTERIZED	tfaX	b0563
fdnG	b1474	1547401	1550448	formate dehydrogenase N subunit &alpha;	WELL-CHARACTERIZED	fdnG // fdnH // fdnI	b1474
cpdA	b3032	3176006	3176833	cAMP phosphodiesterase	PARTIAL	nudF // yqiB // cpdA // yqiA // parE	b3032
proX	b2679	2807132	2808124	glycine betaine ABC transporter periplasmic binding protein ProX	WELL-CHARACTERIZED	proX // proW // proV	b2679
sfsB	b3188	3334909	3335187	putative transcriptional regulator SfsB	PARTIAL	sfsB	b3188
cpxQ	b4716	4106330	4106387	small regulatory RNA CpxQ	WELL-CHARACTERIZED	cpxQ // cpxP	b4716
holA	b0640	670574	671605	DNA polymerase III subunit &delta;	WELL-CHARACTERIZED	leuS // lptE // holA // nadD // cobC	b0640
ycjN	b1310	1371909	1373201	putative ABC transporter periplasmic binding protein YcjN	PARTIAL	ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM // ompG	b1310
yeeP	b1999	2070786	2071211	CP4-44 prophage; putative GTP-binding protein		yeeP	b1999
yibF	b3592	3761347	3761955	glutathione transferase-like protein YibF	UNCHARACTERIZED	yibF	b3592
speC	b2965	3107020	3109155	constitutive ornithine decarboxylase	WELL-CHARACTERIZED	speC	b2965
ydaW	b1361	1422752	1423312	Rac prophage; putative uncharacterized protein YdaW	UNCHARACTERIZED	rzpR // ydaW // ydaV // ydaU // ydaT // ydaS	b1361
secD	b0408	427647	429494	Sec translocon accessory complex subunit SecD	WELL-CHARACTERIZED	secF // secD // yajC // tgt	b0408
caiE	b0035	34781	35371	putative transferase CaiE	PARTIAL	caiE // caiD // caiC // caiB // caiA // caiT	b0035
yjjQ	b4365	4603477	4604202	DNA-binding transcriptional repressor YjjQ	PARTIAL	bglJ // yjjQ	b4365
mepS	b2175	2269979	2270545	peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase	WELL-CHARACTERIZED	mepS	b2175
gluQ	b0144	159186	160112	glutamyl-Q tRNA<sup>Asp</sup> synthetase	WELL-CHARACTERIZED	sfsA // gluQ // dksA	b0144
hsdM	b4349	4581459	4583048	type I restriction enzyme EcoKI methylase subunit	WELL-CHARACTERIZED	hsdR // hsdS // hsdM	b4349
yidX	b3696	3875438	3876094	putative lipoprotein YidX	UNCHARACTERIZED	yidX	b3696
umuD	b1183	1230767	1231186	DNA polymerase V protein UmuD	WELL-CHARACTERIZED	umuD // umuC	b1183
kefF	b0046	47246	47776	regulator of KefC-mediated potassium transport and quinone oxidoreductase	WELL-CHARACTERIZED	kefC // kefF	b0046
ydeP	b1501	1584207	1586486	putative oxidoreductase YdeP	PARTIAL	ydeP	b1501
ydbK	b1378	1437260	1440784	putative pyruvate-flavodoxin oxidoreductase	WELL-CHARACTERIZED	ompN // ydbK	b1378
fimA	b4314	4543115	4543663	type 1 fimbriae major subunit	PARTIAL	fimR2 // fimD // fimH // fimG // fimF // fimC // fimI // fimA	b4314
lysZ	b0748	781369	781444	tRNA-Lys(UUU)	WELL-CHARACTERIZED	lysZ	b0748
lacI	b0345	366428	367510	DNA-binding transcriptional repressor LacI	WELL-CHARACTERIZED	lacI // mhpR	b0345
hyaE	b0976	1036354	1036752	putative HyaA chaperone	PARTIAL	hyaA // hyaB // hyaC // hyaD // hyaE // hyaF	b0976
kilR	b1352	1418008	1418229	Rac prophage; inhibitor of FtsZ	PARTIAL	kilR // ydaE	b1352
xdhB	b2867	3002614	3003492	putative xanthine dehydrogenase FAD-binding subunit XdhB	WELL-CHARACTERIZED	xdhB // xdhC // xdhA	b2867
pabB	b1812	1894805	1896166	aminodeoxychorismate synthase subunit 1	WELL-CHARACTERIZED	nudL // pabB	b1812
rplE	b3308	3446899	3447438	50S ribosomal subunit protein L5	WELL-CHARACTERIZED	rpmJ // secY // rplO // rpmD // rpsE // rplR // rplF // rpsH // rpsN // rplE // rplX // rplN	b3308
yjdM	b4108	4326399	4326734	zinc ribbon domain-containing protein YjdM	UNCHARACTERIZED	yjdM	b4108
glk	b2388	2508461	2509426	glucokinase	WELL-CHARACTERIZED	glk	b2388
wbbL	b4571			interrupted rhamnosyltransferase WbbL			b4571
yafU	b0218	238746	239084	putative inner membrane protein		yafU	b0218
yedE	b1929	2008277	2009482	putative selenium transporter YedE	PARTIAL	yedF // yedE	b1929
putP	b1015	1079305	1080813	proline:Na<sup>+</sup> symporter	WELL-CHARACTERIZED	putP	b1015
yjjX	b4394	4633233	4633745	inosine/xanthosine triphosphatase	WELL-CHARACTERIZED	yjjX	b4394
pinQ	b1545	1633622	1634212	Qin prophage; putative recombinase PinQ	PARTIAL	pinQ	b1545
argI	b4254	4477307	4478311	ornithine carbamoyltransferase ArgI	WELL-CHARACTERIZED	argI	b4254
ycjX	b1321	1384117	1385514	DUF463 domain-containing protein YcjX	UNCHARACTERIZED	ycjF // ycjX // tyrR	b1321
yafN	b0232	252005	252298	antitoxin YafN	PARTIAL	yafP // yafO // yafN // dinB	b0232
ispA	b0421	440202	441101	geranyl diphosphate/farnesyl diphosphate synthase	WELL-CHARACTERIZED	dxs // ispA // xseB // yajO	b0421
pqiC	b0952	1014896	1015459	intermembrane transport lipoprotein PqiC	PARTIAL	pqiC // pqiB // pqiA	b0952
gnsA	b4517	1052067	1052240	putative phosphatidylethanolamine synthesis regulator GnsA	PARTIAL	ymcE // gnsA	b4517
nei	b0714	745935	746726	endonuclease VIII	WELL-CHARACTERIZED	pxpA // nei // pxpC // pxpB // ybgI	b0714
yaiZ	b0380	399593	399805	DUF2754 domain-containing protein YaiZ	UNCHARACTERIZED	yaiZ	b0380
rrfE	b4010	4213040	4213159	5S ribosomal RNA	WELL-CHARACTERIZED	gltV // rrsE // rrfE // rrlE	b4010
yqeC	b2876	3014287	3015057	uncharacterized protein YqeC	UNCHARACTERIZED	yqeC	b2876
metA	b4013	4214280	4215209	homoserine <i>O</i>-succinyltransferase	WELL-CHARACTERIZED	metA	b4013
cydH	b4602	1737456	1737545	cytochrome <i>bd</i>-I accessory subunit CydH	PARTIAL		b4602
gltS	b3653	3827460	3828665	glutamate:sodium symporter	WELL-CHARACTERIZED	gltS	b3653
ppiA	b3363	3491725	3492297	peptidyl-prolyl <i>cis-trans</i> isomerase A	WELL-CHARACTERIZED	ppiA	b3363
yajD	b0410	430605	430952	HNH nuclease family protein YajD	UNCHARACTERIZED	yajD	b0410
ykfG	b0247	264256	264732	CP4-6 prophage; RadC-like JAB domain-containing protein YkfG	PARTIAL	yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB	b0247
glnB	b2553	2687070	2687408	uridylyl-[protein PII-1] // nitrogen regulatory protein PII-1	WELL-CHARACTERIZED	glrR // glnB	b2553
fadM	b0443	464402	464800	long-chain acyl-CoA thioesterase FadM	WELL-CHARACTERIZED	fadM	b0443
yegJ	b2071	2151185	2151646	DUF2314 domain-containing protein YegJ	UNCHARACTERIZED	yegJ	b2071
citX	b0614	647484	648035	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	WELL-CHARACTERIZED	citC // citD // citE // citF // citX // citG	b0614
ecpA	b0293	310084	310671	common pilus major subunit	WELL-CHARACTERIZED	ecpA	b0293
dmsC	b0896	944033	944896	dimethyl sulfoxide reductase subunit C	WELL-CHARACTERIZED	dmsB // dmsA // dmsC	b0896
nikD	b3479	3617015	3617779	Ni(2+) ABC transporter ATP binding subunit NikD	WELL-CHARACTERIZED	nikE // nikR // nikD // nikC // nikB // nikA	b3479
ymiC	b4741	1335572	1335667	protein YmiC	UNCHARACTERIZED	ymiC // acnA	b4741
purU	b1232	1287782	1288624	formyltetrahydrofolate deformylase	WELL-CHARACTERIZED	ychJ // purU	b1232
satP	b0010	9928	10494	acetate/succinate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	satP	b0010
rpoB	b3987	4181245	4185273	RNA polymerase subunit &beta;	WELL-CHARACTERIZED	rplA // rplK // rplJ // rplL // rpoC // rpoB	b3987
preA	b2147	2235265	2236500	dihydropyrimidine dehydrogenase (NAD<sup>+</sup>) subunit PreA	WELL-CHARACTERIZED	preA // preT	b2147
fbaB	b2097	2177512	2178564	fructose-bisphosphate aldolase class I	WELL-CHARACTERIZED	fbaB	b2097
yejO	b2190			adhesin-like autotransporter YejO		yejO	b2190
sokA	b4614	3722077	3722111				b4614
ymgE	b1195	1244728	1244982	PF04226 family protein YmgE	UNCHARACTERIZED	ymgE	b1195
puuP	b1296	1357802	1359187	putrescine:H+ symporter PuuP	WELL-CHARACTERIZED	puuA // ymjE // puuP	b1296
tsuA	b2013	2084467	2085525	thiosulfate transporter	WELL-CHARACTERIZED	tsuA // tsuB	b2013
nrdR	b0413	433002	433451	NrdR transcriptional repressor	WELL-CHARACTERIZED	ribD // nrdR // pgpA // thiL // nusB // ribE	b0413
yaaW	b0011	10643	11356	putative enzyme-specific chaperone YaaW	PARTIAL	yaaW	b0011
osmC	b1482	1556625	1557056	osmotically inducible peroxiredoxin OsmC	WELL-CHARACTERIZED	osmC	b1482
fes	b0585	612737	613939	ferric enterobactin esterase	WELL-CHARACTERIZED	ybdZ // fes // entF // fepE	b0585
ybfC	b0704	735650	736219	uncharacterized protein YbfC	UNCHARACTERIZED	ybfC // ybfO	b0704
cdh	b3918	4109930	4110685	CDP-diacylglycerol diphosphatase	WELL-CHARACTERIZED	cdh	b3918
yecN	b1869	1952266	1952661	MAPEG family inner membrane protein YecN	UNCHARACTERIZED	cmoB // cmoA // yecN	b1869
zapA	b2910	3055612	3055941	cell division protein ZapA	PARTIAL	zapA	b2910
yfdH	b2351	2468214	2469134	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase	PARTIAL	yfdI // yfdH // yfdG	b2351
rfe	b3784	3967916	3969019	UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase	WELL-CHARACTERIZED	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe	b3784
alsA	b4087	4309448	4310980	D-allose ABC transporter ATP binding subunit	WELL-CHARACTERIZED	alsE // alsC // alsA // alsB // alsR	b4087
ydjA	b1765	1848125	1848676	putative oxidoreductase YdjA	PARTIAL	ydjA // topB // selD	b1765
insB3	b0274	290649	291152	IS1 protein InsB	UNCHARACTERIZED	insA3 // insB3 // insAB3	b0274
torC	b0996	1058084	1059256	cytochrome <i>c</i> menaquinol dehydrogenase TorC	WELL-CHARACTERIZED	torC // torA // torD	b0996
mdh	b3236	3383330	3384268	malate dehydrogenase	WELL-CHARACTERIZED	mdh	b3236
fliZ	b1921	2000473	2001024	DNA-binding transcriptional regulator FliZ	WELL-CHARACTERIZED	fliZ // fliA // tcyJ	b1921
mcrC	b4345	4576912	4577958	Type IV methyl-directed restriction enzyme EcoKMcrBC subunit	PARTIAL	mcrC // mcrB	b4345
casB	b2759	2882155	2882637	type I-E CRISPR system Cascade subunit CasB	WELL-CHARACTERIZED	casA // casB // casC // cas2 // cas1 // casE // casD	b2759
pinH	b2648	2783065	2783304	putative invertase fragment		pinH	b2648
yhfG	b3362	3491453	3491620	DUF2559 domain-containing protein YhfG	UNCHARACTERIZED	fic // yhfG // pabA	b3362
nfsB	b0578	604771	605424	NAD(P)H-dependent nitroreductase NfsB	WELL-CHARACTERIZED	nfsB	b0578
ygeY	b2872	3008764	3009975	putative peptidase YgeY	PARTIAL	ygeY	b2872
yjeO	b4158	4385704	4386018	DUF2645 domain-containing inner membrane protein YjeO	UNCHARACTERIZED	yjeO // yjeN	b4158
ydhP	b1657	1736121	1737290	putative transporter YdhP	PARTIAL	ydhP	b1657
fadL	b2344	2461306	2462646	long-chain fatty acid outer membrane channel / bacteriophage T2 receptor	WELL-CHARACTERIZED	fadL	b2344
rpsU	b3065	3210781	3210996	30S ribosomal subunit protein S21	WELL-CHARACTERIZED	rpsU // dnaG // rpoD	b3065
tsf	b0170	190857	191708	protein chain elongation factor EF-Ts	PARTIAL	tff // rpsB // tsf	b0170
cbpM	b0999	1062550	1062855	chaperone modulator CbpM	PARTIAL	cbpM // cbpA	b0999
yahN	b0328	345666	346337	putative amino acid exporter YahN	PARTIAL	yahN	b0328
slt	b4392	4630733	4632670	soluble lytic murein transglycosylase	WELL-CHARACTERIZED	slt	b4392
ompC	b2215	2311646	2312749	outer membrane porin C	WELL-CHARACTERIZED	ompC	b2215
glgP	b3428	3564134	3566581	glycogen phosphorylase	WELL-CHARACTERIZED	glgP // glgA // glgC // glgX // glgB	b3428
bioC	b0777	811522	812277	malonyl-acyl carrier protein methyltransferase	WELL-CHARACTERIZED	bioB // bioF // bioC // bioD	b0777
dnaN	b3701	3881221	3882321	&beta; sliding clamp	WELL-CHARACTERIZED	dnaA // recF // dnaN	b3701
gadE	b3512	3658366	3658893	DNA-binding transcriptional activator GadE	WELL-CHARACTERIZED	gadF // mdtF // mdtE // gadE	b3512
agaI	b3141	3286270	3287025	putative deaminase AgaI	PARTIAL	agaI // agaD // agaC // agaB // kbaY // agaS	b3141
pphB	b2734	2859760	2860416	phosphoprotein phosphatase 2	PARTIAL	pphB	b2734
yniB	b1726	1808697	1809233	uncharacterized protein YniB	UNCHARACTERIZED	yniB	b1726
yqcG	b4682	2905557	2905697	cell envelope stress response protein YqcG	PARTIAL		b4682
pheT	b1713	1795557	1797944	phenylalanine&mdash;tRNA ligase subunit &beta;	WELL-CHARACTERIZED	thrS // rpmI // infC // rplT // ihfA // pheM // pheT // pheS	b1713
galE	b0759	791039	792055	UDP-glucose 4-epimerase	WELL-CHARACTERIZED	galM // galK // galT // galE	b0759
potE	b0692	716946	718265	putrescine transporter PotE	WELL-CHARACTERIZED	speFL // potE // speF	b0692
rsmF	b1835	1920223	1921662	16S rRNA m<sup>5</sup>C1407 methyltransferase	WELL-CHARACTERIZED	rsmF	b1835
yfaQ	b2226	2328148	2329797	tandem DUF2300 domain-containing protein YfaQ	UNCHARACTERIZED	yfaA // yfaT // yfaS // yfaQ // yfaP	b2226
tpr	b1229	1287087	1287176	protamine-like protein	UNCHARACTERIZED	tpr // tyrV // tyrT	b1229
mdtK	b1663	1743457	1744830	multidrug efflux pump MdtK	WELL-CHARACTERIZED	mdtK	b1663
sgbU	b3582	3749232	3750092	putative L-xylulose 5-phosphate 3-epimerase	PARTIAL	yiaM // sgbE // sgbU // sgbH // lyxK // yiaO // yiaN // yiaL // yiaK	b3582
sfmC	b0531	558974	559666	putative fimbrial chaperone SfmC	PARTIAL	sfmA // sfmD // sfmC	b0531
yadX	b4765	175048	175095	protein YadX	UNCHARACTERIZED		b4765
trmA	b3965	4162170	4163270	tRNA m<sup>5</sup>U54 methyltransferase	WELL-CHARACTERIZED	trmA	b3965
paaE	b1392	1456430	1457500	phenylacetyl-CoA 1,2-epoxidase, reductase subunit	WELL-CHARACTERIZED	paaK // paaI // paaH // paaG // paaF // paaE // paaD // paaC // paaB // paaA // paaJ	b1392
ilvM	b3769	3952201	3952464	acetolactate synthase II subunit IlvM	WELL-CHARACTERIZED	ilvX // ilvG // ilvA // ilvD // ilvE // ilvM // ilvL	b3769
yadC	b0135	149715	150953	fimbrial tip-adhesin YadC	PARTIAL	yadK // yadL // yadM // yadC	b0135
yjiN	b4336	4565966	4567246	DUF445 domain-containing protein YjiN	UNCHARACTERIZED	mdtM // yjiN	b4336
pnp	b3164	3309033	3311168	polynucleotide phosphorylase	WELL-CHARACTERIZED	rpsO // truB // rbfA // infB // nusA // rimP // metY // pnp	b3164
pqqL	b1494	1572407	1575202	periplasmic metalloprotease	PARTIAL	pqqL	b1494
ydhK	b1645	1722121	1724133	putative transporter YdhK	PARTIAL	ydhK // ydhJ // ydhI	b1645
yafT	b0217	237335	238120	lipoprotein YafT	UNCHARACTERIZED	yafT	b0217
insEF5		2170236	2171398	IS3 element transposase	PARTIAL	insF5 // insE5 // insEF5	
arnA	b2255	2368039	2370021	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase	WELL-CHARACTERIZED	arnF // arnE // arnT // arnD // arnA // arnC // arnB	b2255
plsB	b4041	4254043	4256466	glycerol-3-phosphate 1-<i>O</i>-acyltransferase	WELL-CHARACTERIZED	plsB	b4041
hybD	b2993	3140792	3141286	hydrogenase 2 maturation protease	WELL-CHARACTERIZED	hybO // hybG // hybF // hybE // hybD // hybC // hybB // hybA	b2993
leuE	b1798	1880121	1880759	leucine exporter	WELL-CHARACTERIZED	leuE	b1798
aes	b0476	499014	499973	acetylesterase	PARTIAL	aes	b0476
sufA	b1684	1764018	1764386	iron-sulfur cluster insertion protein SufA	WELL-CHARACTERIZED	sufE // sufS // sufD // sufC // sufB // sufA	b1684
tufB	b3980	4175944	4177128	translation elongation factor Tu 2	PARTIAL	tufB // thrU // tyrU // glyT // thrT	b3980
ndk	b2518	2644433	2644864	nucleoside diphosphate kinase	WELL-CHARACTERIZED	ndk	b2518
gspO	b3335	3465543	3466220	cryptic type II secretion system prepilin peptidase	WELL-CHARACTERIZED	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	b3335
prfC	b4375	4609414	4611003	peptide chain release factor RF3	WELL-CHARACTERIZED	prfC	b4375
purF	b2312	2428721	2430238	amidophosphoribosyltransferase	WELL-CHARACTERIZED	purF // cvpA // ubiX	b2312
exbD	b3005	3150818	3151243	Ton complex subunit ExbD	WELL-CHARACTERIZED	exbD // exbB	b3005
ypdI	b2376	2494698	2494973	colanic acid synthesis putative lipoprotein YpdI	PARTIAL	ypdI	b2376
zupT	b3040	3182550	3183323	divalent metal ion transporter ZupT	WELL-CHARACTERIZED	zupT	b3040
nadK	b2615	2750831	2751709	NAD kinase	WELL-CHARACTERIZED	nadK	b2615
fnr	b1334	1398774	1399526	DNA-binding transcriptional dual regulator FNR	WELL-CHARACTERIZED	fnr	b1334
yhcE	b4569			putative uncharacterized protein YhcE		yhcE // yhcD // yhcA	b4569
rpnA	b3411	3543167	3544045	recombination-promoting nuclease RpnA	WELL-CHARACTERIZED	rpnA	b3411
yqjE	b3099	3249683	3250087	inner membrane protein YqjE	UNCHARACTERIZED	yqjK // yqjE // yqjC // yqjD	b3099
yagE	b0268	282278	283186	CP4-6 prophage; 2-dehydro-3-deoxygluconate aldolase	WELL-CHARACTERIZED	yagF // yagE	b0268
ydaF	b4527	1419156	1419311	Rac prophage; DUF1391 domain-containing protein YdaF	UNCHARACTERIZED	ydaG // ydaF	b4527
iap	b2753	2876581	2877618	alkaline phosphatase isozyme conversion protein	WELL-CHARACTERIZED	iap	b2753
tmaR	b2007	2079032	2079361	PTS system regulator TmaR	PARTIAL	tmaR	b2007
ydfD	b1576	1649794	1649985	Qin prophage; lysis protein	PARTIAL	dicF // ydfC // ydfB // ydfA // intQ // insD7 // ydfE // ydfD // dicB	b1576
