gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,bnum
Ecoli_C80647,Ecoli_C80647A0,316407.85676838,1.5700000000000001e-167,468.0,"COG0036@1|root,COG0036@2|Bacteria,1MX3K@1224|Proteobacteria,1RSAB@1236|Gammaproteobacteria,3XQCQ@561|Escherichia",2|Bacteria,G,Catalyzes the reversible epimerization of D-allulose 6- phosphate to D-fructose 6-phosphate. Can also catalyze with lower efficiency the reversible epimerization of D-ribulose 5-phosphate to D-xylulose 5-phosphate,alsE,"GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019313,GO:0019314,GO:0019316,GO:0019318,GO:0019320,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0034700,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046367,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575",5.1.3.1,"ko:K01783,ko:K14587,ko:K17195","ko00030,ko00040,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007","R01529,R09031","RC00540,RC03111","ko00000,ko00001,ko00002,ko01000",-,-,iEcSMS35_1347.EcSMS35_4551,Ribul_P_3_epim,b4085
Ecoli_C38132,Ecoli_C38132A118,199310.c3207,9.160000000000001e-235,647.0,"2CG84@1|root,2Z8GB@2|Bacteria,1MVXD@1224|Proteobacteria,1RQ5B@1236|Gammaproteobacteria,3XQA6@561|Escherichia",2|Bacteria,C,May be involved in the control of utilization of gamma- aminobutyric acid,csiD,"GO:0003674,GO:0005488,GO:0005506,GO:0005515,GO:0006950,GO:0008150,GO:0009605,GO:0009987,GO:0009991,GO:0016043,GO:0022607,GO:0031667,GO:0042594,GO:0042802,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0046872,GO:0046914,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071840,GO:0090549",-,ko:K15737,-,-,-,-,ko00000,-,-,-,CsiD,b2659
Ecoli_C32907,Ecoli_C32907A447,316407.85674930,5.92e-213,593.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,insH5,"GO:0003674,GO:0003824,GO:0004803,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0140097,GO:1901360,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",b1370
Ecoli_C48488,Ecoli_C48488A490,316407.85675817,7.67e-214,592.0,"2C67P@1|root,32RGV@2|Bacteria,1RKYU@1224|Proteobacteria,1S8BB@1236|Gammaproteobacteria,3XPG9@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF3828),yqhG,-,-,-,-,-,-,-,-,-,-,-,DUF3828,
Ecoli_C39350,Ecoli_C39350A316,481805.EcolC_0758,1.09e-236,652.0,"28JQ2@1|root,2Z9G0@2|Bacteria,1R82P@1224|Proteobacteria,1RRVP@1236|Gammaproteobacteria,3XP2M@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF1202),yggM,-,-,-,-,-,-,-,-,-,-,-,DUF1202,
Ecoli_C29110,Ecoli_C29110A360,362663.ECP_1999,4.36e-261,719.0,"COG1215@1|root,COG1215@2|Bacteria,1R4DW@1224|Proteobacteria,1S1XD@1236|Gammaproteobacteria,3XQC3@561|Escherichia",2|Bacteria,M,"transferase activity, transferring glycosyl groups",yaiP,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,-,-,-,-,-,-,-,-,-,Glycos_transf_2,b0363
Ecoli_C8716,Ecoli_C8716A467,199310.c0782,0.0,1249.0,"COG2216@1|root,COG2216@2|Bacteria,1MU7D@1224|Proteobacteria,1RPPF@1236|Gammaproteobacteria,3XMHA@561|Escherichia",2|Bacteria,P,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system",kdpB,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0008556,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0031004,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0090533,GO:0090662,GO:0098533,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1902494,GO:1902495,GO:1904949,GO:1990351",3.6.3.12,ko:K01547,"ko02020,map02020",-,-,-,"ko00000,ko00001,ko01000",3.A.3.7,-,"iAF987.Gmet_2434,iECNA114_1301.ECNA114_0634,iECSF_1327.ECSF_0632","E1-E2_ATPase,Hydrolase",b0697
Ecoli_C20807,Ecoli_C20807A44,155864.EDL933_2949,7.18e-307,840.0,"COG1157@1|root,COG1157@2|Bacteria,1MUH6@1224|Proteobacteria,1RM9W@1236|Gammaproteobacteria,3XN8K@561|Escherichia",2|Bacteria,NU,"catalytic subunit of a protein translocase for flagellum-specific export, or a proton translocase involved in local circuits at the flagellum. May be involved in a specialized protein export pathway that proceeds without signal peptide cleavage",fliI,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",3.6.3.14,ko:K02412,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko01000,ko02035,ko02044","3.A.6.2,3.A.6.3",-,-,"ATP-synt_ab,ATP-synt_ab_N",b1941
Ecoli_C15128,Ecoli_C15128A576,469008.B21_01086,0.0,1017.0,"COG1256@1|root,COG1256@2|Bacteria,1MV2M@1224|Proteobacteria,1RMEA@1236|Gammaproteobacteria,3XPGC@561|Escherichia",2|Bacteria,N,flagellar hook-associated protein,flgK,"GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0044085,GO:0044780,GO:0044781,GO:0070925,GO:0071840",-,ko:K02396,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"Flg_bb_rod,Flg_bbr_C",b1082
Ecoli_C245444,Ecoli_C245444A13,198214.SF1262,8.96e-16,71.6,"COG3729@1|root,COG3729@2|Bacteria,1N767@1224|Proteobacteria,1SCA5@1236|Gammaproteobacteria",2|Bacteria,S,Stress-induced protein,yciG,"GO:0001539,GO:0006928,GO:0008150,GO:0009987,GO:0040011,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588",-,ko:K06884,-,-,-,-,ko00000,-,-,-,KGG,b1259
Ecoli_C72282,Ecoli_C72282A0,1440052.EAKF1_ch0901c,2.21e-176,491.0,"COG2207@1|root,COG2207@2|Bacteria,1Q19X@1224|Proteobacteria,1RPD4@1236|Gammaproteobacteria,3XQUJ@561|Escherichia",2|Bacteria,K,Helix-turn-helix domain,ureR,"GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009314,GO:0009605,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010165,GO:0010212,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016036,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0032991,GO:0032993,GO:0033554,GO:0042594,GO:0042802,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,"ko:K03755,ko:K07780,ko:K10923,ko:K11920,ko:K21905,ko:K21906","ko02020,ko05111,map02020,map05111",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"HTH_18,HTH_AraC",b0564
Ecoli_C129975,Ecoli_C129975A161,316407.85674855,5.82e-93,272.0,"COG5562@1|root,COG5562@2|Bacteria,1N5MB@1224|Proteobacteria,1S80R@1236|Gammaproteobacteria,3XR27@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF1398),ycgX,-,-,-,-,-,-,-,-,-,-,-,DUF1398,
Ecoli_C17531,Ecoli_C17531A188,199310.c2683,0.0,971.0,"COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,1RMCH@1236|Gammaproteobacteria,3XNCM@561|Escherichia",2|Bacteria,P,Part of the ABC transporter complex MglABC involved in galactose methyl galactoside import. Responsible for energy coupling to the transport system,mglA,"GO:0000166,GO:0003674,GO:0005215,GO:0005354,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008643,GO:0008645,GO:0009987,GO:0015144,GO:0015145,GO:0015149,GO:0015592,GO:0015749,GO:0015757,GO:0015765,GO:0016020,GO:0017076,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034219,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044464,GO:0050896,GO:0051119,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0097159,GO:0097367,GO:1901264,GO:1901265,GO:1901363,GO:1901505,GO:1901656",3.6.3.17,"ko:K02056,ko:K10441,ko:K10539,ko:K10542,ko:K10545,ko:K10551","ko02010,map02010","M00212,M00213,M00214,M00215,M00217,M00221",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.2,3.A.1.2.3,3.A.1.2.4,3.A.1.2.6",-,"iEC55989_1330.EC55989_4224,iECABU_c1320.ECABU_c40100,iECED1_1282.ECED1_4821,iECED1_1282.ECED1_5085,iECH74115_1262.ECH74115_3282,iECNA114_1301.ECNA114_4270,iECP_1309.ECP_3670,iECSE_1348.ECSE_4039,iECSP_1301.ECSP_3027,iECW_1372.ECW_m4052,iEcE24377_1341.EcE24377A_4265,iWFL_1372.ECW_m4052",ABC_tran,b2149
Ecoli_C37289,Ecoli_C37289A113,362663.ECP_2910,6.350000000000001e-209,581.0,"COG0583@1|root,COG0583@2|Bacteria,1R44I@1224|Proteobacteria,1S19F@1236|Gammaproteobacteria,3XN51@561|Escherichia",2|Bacteria,K,DNA-binding transcription factor activity,ygfI,"GO:0003674,GO:0003700,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate",b2921
Ecoli_C105782,Ecoli_C105782A213,469008.B21_02458,5.34e-100,292.0,"COG2885@1|root,COG2885@2|Bacteria,1RJ05@1224|Proteobacteria,1S695@1236|Gammaproteobacteria,3XNC2@561|Escherichia",2|Bacteria,M,Belongs to the ompA family,yfiB,-,-,ko:K03286,-,-,-,-,"ko00000,ko02000",1.B.6,-,-,OmpA,b2605
Ecoli_C81250,Ecoli_C81250A33,155864.EDL933_0399,7.83e-110,321.0,"COG0288@1|root,COG0288@2|Bacteria,1MV1U@1224|Proteobacteria,1SYDI@1236|Gammaproteobacteria,3XQ72@561|Escherichia",2|Bacteria,P,"Reversible hydration of carbon dioxide. Carbon dioxide formed in the bicarbonate-dependent decomposition of cyanate by cyanase (CynS) diffuses out of the cell faster than it would be hydrated to bicarbonate, so the apparent function of this enzyme is to catalyze the hydration of carbon dioxide and thus prevent depletion of cellular bicarbonate",cynT,"GO:0003674,GO:0003824,GO:0004089,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009439,GO:0009440,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0034641,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:1901564,GO:1901565,GO:1901575",4.2.1.1,ko:K01673,"ko00910,map00910",-,"R00132,R10092",RC02807,"ko00000,ko00001,ko01000",-,-,-,Pro_CA,b0339
Ecoli_C712,Ecoli_C712A619,316407.85675506,0.0,1827.0,"COG3468@1|root,COG3468@2|Bacteria,1R9A8@1224|Proteobacteria,1RS0C@1236|Gammaproteobacteria,3XQQT@561|Escherichia",2|Bacteria,MU,cell adhesion,ycgI,"GO:0007155,GO:0008150,GO:0009987,GO:0022610,GO:0031589,GO:0042710,GO:0043708,GO:0044764,GO:0051704,GO:0090605",-,-,-,-,-,-,-,-,-,-,"AIDA,Autotransporter,Pertactin",b2647
Ecoli_C18757,Ecoli_C18757A15,199310.c4098,3.49e-203,576.0,"COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,1RQ86@1236|Gammaproteobacteria,3XN4J@561|Escherichia",2|Bacteria,U,General secretion pathway,gspF,"GO:0002790,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009987,GO:0015031,GO:0015628,GO:0015833,GO:0016020,GO:0032940,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098776",-,"ko:K02455,ko:K02505,ko:K02653","ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02035,ko02044","3.A.15,3.A.15.2",-,-,T2SSF,b3327
Ecoli_C52466,Ecoli_C52466A214,316407.85676668,4.39e-204,565.0,"COG1082@1|root,COG1082@2|Bacteria,1Q64Z@1224|Proteobacteria,1S19D@1236|Gammaproteobacteria,3XQPT@561|Escherichia",2|Bacteria,G,"Catalyzes the reversible interconversion of fructoselysine with its C-3 epimer, psicoselysine. Allows E.coli to utilize psicoselysine for growth. Does not act on psicose or fructoselysine 6-phosphate",frlC,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006040,GO:0008150,GO:0008152,GO:0009056,GO:0016853,GO:0016854,GO:0016857,GO:0042802,GO:0046348,GO:0071704,GO:1901135,GO:1901136,GO:1901575",-,ko:K10709,-,-,-,-,ko00000,-,-,iECO111_1330.ECO111_4182,AP_endonuc_2,b4474
Ecoli_C28262,Ecoli_C28262A220,198214.SF0035,2.8099999999999997e-292,798.0,"COG1804@1|root,COG1804@2|Bacteria,1MU2K@1224|Proteobacteria,1RNB5@1236|Gammaproteobacteria",2|Bacteria,C,acyl-CoA transferases carnitine dehydratase,caiB,"GO:0003674,GO:0003824,GO:0006575,GO:0006577,GO:0006579,GO:0006807,GO:0008150,GO:0008152,GO:0008735,GO:0009056,GO:0009437,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0034641,GO:0042219,GO:0042413,GO:0044237,GO:0044248,GO:0044270,GO:0071704,GO:0097164,GO:1901564,GO:1901565,GO:1901575",2.8.3.21,ko:K08298,-,-,"R10643,R10644","RC00014,RC00131","ko00000,ko01000",-,-,"iEC55989_1330.EC55989_0038,iECIAI1_1343.ECIAI1_0040,iECO103_1326.ECO103_0040,iECO111_1330.ECO111_0039,iECO26_1355.ECO26_0039,iEcHS_1320.EcHS_A0042,iSF_1195.SF0035,iSFxv_1172.SFxv_0036,iS_1188.S0037",CoA_transf_3,b0038
Ecoli_C150740,Ecoli_C150740A11,316407.85674407,6.2e-68,207.0,"COG1178@1|root,COG1178@2|Bacteria,1MXZZ@1224|Proteobacteria,1RY3W@1236|Gammaproteobacteria",2|Bacteria,P,transport system permease,afuB,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K02011,"ko02010,map02010",M00190,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.10,-,-,BPD_transp_1,
Ecoli_C54842,Ecoli_C54842A109,155864.EDL933_1611,5.06e-183,511.0,"COG1462@1|root,COG1462@2|Bacteria,1MVZM@1224|Proteobacteria,1RQ5F@1236|Gammaproteobacteria,3XNNF@561|Escherichia",2|Bacteria,M,Curli production assembly transport component CsgG,csgG,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0009279,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0019867,GO:0022610,GO:0030288,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0033036,GO:0042597,GO:0042710,GO:0042802,GO:0042886,GO:0044010,GO:0044425,GO:0044462,GO:0044464,GO:0044764,GO:0045184,GO:0051179,GO:0051234,GO:0051704,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098552",-,ko:K06214,-,-,-,-,"ko00000,ko02044",-,-,-,"CsgG,OMP_b-brl",b1037
Ecoli_C117035,Ecoli_C117035A20,155864.EDL933_4827,5.62e-97,283.0,"COG4682@1|root,COG4682@2|Bacteria,1RH8F@1224|Proteobacteria,1S6WM@1236|Gammaproteobacteria,3XQIU@561|Escherichia",2|Bacteria,S,cellular response to DNA damage stimulus,yiaA,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033554,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051716,GO:0071944",-,-,-,-,-,-,-,-,-,-,YiaAB,b3562
Ecoli_C16533,Ecoli_C16533A91,155864.EDL933_4770,0.0,927.0,"COG1858@1|root,COG1858@2|Bacteria,1MV70@1224|Proteobacteria,1RPPQ@1236|Gammaproteobacteria,3XNH5@561|Escherichia",2|Bacteria,C,cytochrome C peroxidase,yhjA,"GO:0000302,GO:0003674,GO:0003824,GO:0004130,GO:0004601,GO:0005488,GO:0006091,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009061,GO:0009636,GO:0009987,GO:0010035,GO:0015980,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017144,GO:0019645,GO:0020037,GO:0022900,GO:0022904,GO:0042221,GO:0042493,GO:0042542,GO:0042743,GO:0044237,GO:0045333,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748",1.11.1.5,ko:K00428,-,-,-,-,"ko00000,ko01000",-,-,-,"CCP_MauG,Cytochrom_C,Haem_bd",b3518
Ecoli_C19089,Ecoli_C19089A562,199310.c1948,0.0,873.0,"COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,1RMBQ@1236|Gammaproteobacteria,3XNDH@561|Escherichia",2|Bacteria,C,Catalyzes the NAD( )-dependent oxidation of succinate semialdehyde to succinate. It acts preferentially with NAD as cosubstrate but can also use NADP. Prevents the toxic accumulation of succinate semialdehyde (SSA) and plays an important role when arginine and putrescine are used as the sole nitrogen or carbon sources,yneI,"GO:0001505,GO:0003674,GO:0003824,GO:0004777,GO:0006082,GO:0006520,GO:0006525,GO:0006527,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0009013,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009308,GO:0009310,GO:0009445,GO:0009447,GO:0009448,GO:0009450,GO:0009987,GO:0016054,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0032787,GO:0034641,GO:0042133,GO:0042135,GO:0042402,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0072329,GO:0097164,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606","1.2.1.16,1.2.1.20,1.2.1.24,1.2.1.79","ko:K00135,ko:K08324","ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120",M00027,"R00713,R00714,R02401",RC00080,"ko00000,ko00001,ko00002,ko01000",-,-,iECUMN_1333.ECUMN_1793,Aldedh,b1525
Ecoli_C21126,Ecoli_C21126A107,316407.85676317,0.0,960.0,"COG2723@1|root,COG2723@2|Bacteria,1MWG6@1224|Proteobacteria,1RMM2@1236|Gammaproteobacteria,3XNCY@561|Escherichia",2|Bacteria,G,"Catalyzes the hydrolysis of phosphorylated beta- glucosides into glucose-6-phosphate (G-6-P) and aglycone. It has a high affinity for phosphorylated aromatic beta-glucosides (p- nitrophenyl-beta-glucoside, phenyl beta-glucoside, arbutin and phosphorylated salicin), and a low affinity for phosphorylated beta-methyl-glucoside",bglB,"GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0008150,GO:0008152,GO:0008422,GO:0008706,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0015926,GO:0016052,GO:0016787,GO:0016798,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046352,GO:0071704,GO:1901135,GO:1901575,GO:1901657,GO:2000891,GO:2000892","3.2.1.21,3.2.1.86","ko:K01223,ko:K05350","ko00010,ko00460,ko00500,ko00940,ko01100,ko01110,map00010,map00460,map00500,map00940,map01100,map01110",-,"R00026,R00839,R02558,R02887,R02985,R03527,R04949,R04998,R05133,R05134,R10035,R10039,R10040","RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248","ko00000,ko00001,ko01000",-,GT1,iSSON_1240.SSON_3054,Glyco_hydro_1,b3721
Ecoli_C62913,Ecoli_C62913A224,316407.85674795,3.91e-155,438.0,"COG3121@1|root,COG3121@2|Bacteria,1RAQF@1224|Proteobacteria,1S585@1236|Gammaproteobacteria",2|Bacteria,NU,chaperone,ycbF,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006457,GO:0006950,GO:0006974,GO:0007155,GO:0008150,GO:0009987,GO:0016043,GO:0022610,GO:0030030,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0043711,GO:0044183,GO:0044464,GO:0050896,GO:0051716,GO:0061077,GO:0071840",-,"ko:K07346,ko:K07353,ko:K15540",-,-,-,-,"ko00000,ko02035,ko02044,ko03110",-,-,-,"PapD_C,PapD_N",b0944
Ecoli_C167619,Ecoli_C167619A0,198214.SF0494,1.42e-83,252.0,"COG2801@1|root,COG2801@2|Bacteria,1PNRG@1224|Proteobacteria,1RPA5@1236|Gammaproteobacteria",2|Bacteria,L,COG2801 Transposase and inactivated derivatives,insK,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,ko:K07497,-,-,-,-,ko00000,-,-,-,"HTH_21,rve,rve_2",
Ecoli_C58527,Ecoli_C58527A573,316407.1651385,6.08e-161,454.0,"COG0778@1|root,COG0778@2|Bacteria,1NIJ8@1224|Proteobacteria,1RMRT@1236|Gammaproteobacteria,3XNFS@561|Escherichia",2|Bacteria,C,Catalyzes the reduction of nitroaromatic compounds using NADPH. Has a broad electron acceptor specificity. Reduces nitrofurazone by a ping-pong bi-bi mechanism possibly to generate a two-electron transfer product. Major oxygen-insensitive nitroreductase in E.coli,nfsA,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0010181,GO:0016491,GO:0016651,GO:0016657,GO:0032553,GO:0034567,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0055114,GO:0097159,GO:0097367,GO:1901265,GO:1901363","1.5.1.38,1.5.1.39","ko:K10678,ko:K19285,ko:K19286","ko00633,ko00740,ko01100,ko01120,map00633,map00740,map01100,map01120",-,"R05705,R05706,R08014,R08017,R08042","RC00126,RC00250","ko00000,ko00001,ko01000",-,-,-,Nitroreductase,b0851
