Object ID,Accession-1,Gene Name,Product,Characterization,log_TPM_median,range,in_iM,precise mapping issue
EG10117,b0774,bioA,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,WELL-CHARACTERIZED,5.400380775,7.746665117,1,0
EG12694,b3060,ttdR,Dan transcriptional activator // DNA-binding transcriptional activator Dan,WELL-CHARACTERIZED,1.964729597,7.733945816,1,0
EG11051,b3669,uhpA,UhpA-Phosphorylated // DNA-binding transcriptional activator UhpA,WELL-CHARACTERIZED,6.76144611,7.725169089,1,0
EG10182,b0428,cyoE,heme O synthase,WELL-CHARACTERIZED,8.791724034,7.714834764,1,0
G7056,b1968,hprS,sensor histidine kinase HprS,WELL-CHARACTERIZED,4.47961972,7.709342557,1,0
EG10463,b0161,degP,periplasmic serine endoprotease DegP,WELL-CHARACTERIZED,6.920762353,7.704296094,1,0
EG11417,b4238,nrdD,anaerobic ribonucleoside-triphosphate reductase,WELL-CHARACTERIZED,5.14761634,7.703131731,1,0
EG10496,b3771,ilvD,dihydroxy-acid dehydratase,WELL-CHARACTERIZED,7.311078718,7.687468298,1,0
G6674,b1342,zntB,Zn<sup>2+</sup>:H<sup>+</sup> symporter,WELL-CHARACTERIZED,5.50377812,7.684996279,1,0
EG10792,b4005,purD,phosphoribosylamine--glycine ligase,WELL-CHARACTERIZED,7.290337935,7.6734039,1,0
EG11640,b1534,ydeE,dipeptide exporter,WELL-CHARACTERIZED,3.626770871,7.663242676,1,0
EG10138,b3918,cdh,CDP-diacylglycerol diphosphatase,WELL-CHARACTERIZED,4.410703957,7.662359785,1,0
EG12233,b3497,rsmJ,16S rRNA m<sup>2</sup>G1516 methyltransferase,WELL-CHARACTERIZED,5.049965435,7.657861621,1,0
EG10945,b4388,serB,phosphoserine phosphatase,WELL-CHARACTERIZED,6.53499047,7.653578236,1,0
EG12093,b2276,nuoN,NADH:quinone oxidoreductase subunit N,WELL-CHARACTERIZED,7.739896872,7.652932035,1,0
EG12407,b0828,iaaA,&beta; cleavage product of IaaA // &alpha; cleavage product of IaaA // isoaspartyl dipeptidase proenzyme,WELL-CHARACTERIZED,7.936311045,7.65107269,1,0
EG10919,b0023,rpsT,30S ribosomal subunit protein S20,WELL-CHARACTERIZED,11.62066972,7.644302246,1,0
EG11428,b3962,sthA,soluble pyridine nucleotide transhydrogenase,WELL-CHARACTERIZED,7.49072359,7.631725153,1,0
EG10210,b1343,dbpA,ATP-dependent RNA helicase DbpA,WELL-CHARACTERIZED,4.442077798,7.625984152,1,0
EG12629,b3437,gntK,"D-gluconate kinase, thermostable",WELL-CHARACTERIZED,3.624311006,7.621371837,1,0
EG12867,b0376,ampH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,WELL-CHARACTERIZED,5.492713457,7.614784226,1,0
G6871,b1627,rsxA,SoxR [2Fe-2S] reducing system protein RsxA,WELL-CHARACTERIZED,5.971433333,7.598140508,1,0
G377,b1941,fliI,flagellar export ATPase FliI,WELL-CHARACTERIZED,1.844336415,7.597623926,1,0
EG10246,b0211,mltD,membrane-bound lytic murein transglycosylase D,WELL-CHARACTERIZED,8.496905434,7.586462175,1,0
EG10049,b0980,appA,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,WELL-CHARACTERIZED,3.834989595,7.586417059,1,0
EG11669,b2221,atoD,acetyl-CoA:acetoacetyl-CoA transferase subunit &alpha;,WELL-CHARACTERIZED,0.445861864,7.584181178,1,0
EG10791,b2476,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,WELL-CHARACTERIZED,9.123745484,7.582492183,1,0
EG12318,b0123,cueO,multicopper oxidase CueO,WELL-CHARACTERIZED,6.926969354,7.567941359,1,0
EG12009,b2128,yehW,glycine betaine ABC transporter membrane subunit YehW,WELL-CHARACTERIZED,3.849949819,7.56422327,1,0
G7349,b2583,tapT,tRNA 3-amino-3-carboxypropyltransferase,WELL-CHARACTERIZED,4.22649265,7.563785042,1,0
EG12539,b4265,idnT,L-idonate/5-ketogluconate/gluconate transporter,WELL-CHARACTERIZED,3.389070474,7.561563628,1,0
EG11615,b4113,basR,DNA-binding transcriptional dual regulator BasR-phosphorylated // DNA-binding transcriptional dual regulator BasR,WELL-CHARACTERIZED,5.237910929,7.555922418,1,0
EG11384,b0605,ahpC,"alkyl hydroperoxide reductase, AhpC component",WELL-CHARACTERIZED,12.04943223,7.54907087,1,0
EG10579,b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,WELL-CHARACTERIZED,4.775243885,7.542977443,1,0
G7603,b3084,rlmG,23S rRNA m<sup>2</sup>G1835 methyltransferase,WELL-CHARACTERIZED,4.507411807,7.540863979,1,0
EG10304,b0151,fhuC,Fe(3+) hydroxamate ABC transporter ATP binding subunit,WELL-CHARACTERIZED,5.484293668,7.534250931,1,0
G7452,b2794,queF,7-cyano-7-deazaguanine reductase,WELL-CHARACTERIZED,6.424150797,7.532046997,1,0
EG10374,b3447,ggt,"glutathione hydrolase, small subunit // glutathione hydrolase, large subunit // glutathione hydrolase proenzyme",WELL-CHARACTERIZED,5.268762767,7.531168118,1,0
EG11857,b3893,fdoH,formate dehydrogenase O subunit &beta;,WELL-CHARACTERIZED,4.785126568,7.528275888,1,0
EG12278,b3574,plaR,DNA-binding transcriptional repressor PlaR,WELL-CHARACTERIZED,5.659254563,7.526827274,1,0
EG10707,b2599,pheA,fused chorismate mutase/prephenate dehydratase,WELL-CHARACTERIZED,7.720660752,7.522477982,1,0
EG10583,b3008,metC,cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase,WELL-CHARACTERIZED,7.203785172,7.521800662,1,0
G6157,b0286,paoA,"aldehyde dehydrogenase, Fe-S subunit",WELL-CHARACTERIZED,2.559991889,7.51397867,1,0
EG10651,b2159,nfo,endonuclease IV,WELL-CHARACTERIZED,6.624902472,7.509270082,1,0
EG11542,b0494,tesA,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,WELL-CHARACTERIZED,6.181128557,7.508429881,1,0
EG11192,b3644,yicC,putative RNase adaptor protein YicC,WELL-CHARACTERIZED,7.237132093,7.505298855,1,0
EG11407,b1189,dadA,D-amino acid dehydrogenase,WELL-CHARACTERIZED,6.601553554,7.499382001,1,0
EG11035,b0411,tsx,nucleoside-specific channel-forming protein Tsx,WELL-CHARACTERIZED,8.63200183,7.499232249,1,0
EG50001,b3186,rplU,50S ribosomal subunit protein L21,WELL-CHARACTERIZED,11.78999878,7.495848499,1,0
G7135,b2103,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,WELL-CHARACTERIZED,6.502039294,7.495060407,1,0
EG10795,b4006,purH,bifunctional AICAR transformylase/IMP cyclohydrolase,WELL-CHARACTERIZED,7.456917758,7.4890464,1,0
EG12077,b3478,nikC,Ni(2+) ABC transporter membrane subunit NikC,WELL-CHARACTERIZED,1.489009022,7.488485288,1,0
G0-10451,b4532,hicA,mRNA interferase toxin HicA,WELL-CHARACTERIZED,5.222712433,7.487242873,1,0
EG11286,b3957,argE,acetylornithine deacetylase,WELL-CHARACTERIZED,7.36680899,7.475404858,1,0
G6886,b1646,sodC,superoxide dismutase (Cu-Zn),WELL-CHARACTERIZED,6.317932737,7.472253832,1,0
EG10425,b1619,hdhA,7-&alpha;-hydroxysteroid dehydrogenase,WELL-CHARACTERIZED,7.688354891,7.469923839,1,0
EG10274,b2323,fabB,3-oxoacyl-[acyl carrier protein] synthase 1,WELL-CHARACTERIZED,9.151922593,7.454363635,1,0
EG10909,b3321,rpsJ,30S ribosomal subunit protein S10,WELL-CHARACTERIZED,12.2477938,7.450227399,1,0
G7454,b2810,csdA,cysteine sulfinate desulfinase,WELL-CHARACTERIZED,5.473474328,7.447342384,1,0
EG11012,b1252,tonB,Ton complex subunit TonB,WELL-CHARACTERIZED,7.400840456,7.445879886,1,0
EG11283,b4583,phnE1,phosphonate/phosphate ABC transporter membrane subunit PhnE1,WELL-CHARACTERIZED,0.332438064,7.444019,1,0
G6431,b0831,gsiC,glutathione ABC transporter membrane subunit GsiC,WELL-CHARACTERIZED,5.565734584,7.44018165,1,0
EG10431,b0475,hemH,ferrochelatase,WELL-CHARACTERIZED,5.00850141,7.439864594,1,0
EG10807,b0945,pyrD,"dihydroorotate dehydrogenase, type 2",WELL-CHARACTERIZED,6.343292942,7.434565222,1,0
EG10051,b0469,apt,adenine phosphoribosyltransferase,WELL-CHARACTERIZED,8.23774348,7.421749887,1,0
EG11309,b1406,pdxI,pyridoxal reductase,WELL-CHARACTERIZED,4.68778362,7.415268029,1,0
EG10439,b0460,hha,haemolysin expression-modulating protein Hha,WELL-CHARACTERIZED,8.974772824,7.414399421,1,0
EG10366,b0758,galT,galactose-1-phosphate uridylyltransferase,WELL-CHARACTERIZED,5.371317211,7.411783125,1,0
EG11408,b1190,dadX,alanine racemase 2,WELL-CHARACTERIZED,5.943051902,7.403050158,1,0
G378,b1942,fliJ,flagellar biosynthesis protein FliJ,WELL-CHARACTERIZED,1.881267879,7.399979155,1,0
EG12223,b3486,rbbA,ribosome-associated ATPase,WELL-CHARACTERIZED,5.479325779,7.394811533,1,0
G6177,b0307,ykgF,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,WELL-CHARACTERIZED,3.645831412,7.394759334,1,0
G6851,b1593,bidA,dethiobiotin synthetase BidA,WELL-CHARACTERIZED,5.098631665,7.377904957,1,0
EG10404,b3213,gltD,glutamate synthase subunit GltD,WELL-CHARACTERIZED,9.612992349,7.375351506,1,0
EG10777,b1305,pspB,phage shock protein B,WELL-CHARACTERIZED,5.069181179,7.371748043,1,0
G6195,b0330,prpR,DNA-binding transcriptional dual regulator PrpR,WELL-CHARACTERIZED,2.213689041,7.359896714,1,0
EG12285,b3581,sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,WELL-CHARACTERIZED,1.467320762,7.359053196,1,0
EG10806,b1062,pyrC,dihydroorotase,WELL-CHARACTERIZED,8.074340803,7.348847202,1,0
EG11795,b2808,gcvA,DNA-binding transcriptional dual regulator GcvA,WELL-CHARACTERIZED,5.849754361,7.338103358,1,0
EG10735,b3724,phoU,negative regulator of the <i>pho</i> regulon,WELL-CHARACTERIZED,6.425772166,7.33809591,1,0
EG11297,b3860,dsbA,thiol:disulfide oxidoreductase - DsbA<sub>oxidized</sub> // thiol:disulfide oxidoreductase DsbA,WELL-CHARACTERIZED,8.682968696,7.335355447,1,0
EG10797,b2557,purL,phosphoribosylformylglycinamide synthetase,WELL-CHARACTERIZED,7.882900931,7.332529372,1,0
EG10356,b1612,fumA,fumarase A,WELL-CHARACTERIZED,7.218104684,7.332031642,1,0
G7920,b4310,nanM,<i>N</i>-acetylneuraminate mutarotase,WELL-CHARACTERIZED,4.015624819,7.331062681,1,0
EG11135,b1768,pncA,nicotinamidase,WELL-CHARACTERIZED,6.347548349,7.328622815,1,0
EG10385,b3868,glnG,DNA-binding transcriptional dual regulator NtrC,WELL-CHARACTERIZED,5.393530775,7.324542756,1,0
EG10272,b3005,exbD,Ton complex subunit ExbD,WELL-CHARACTERIZED,8.459229611,7.324009664,1,0
EG10744,b1603,pntA,pyridine nucleotide transhydrogenase subunit &alpha;,WELL-CHARACTERIZED,9.564661756,7.313551489,1,0
G6280,b0511,allW,allantoin transporter,WELL-CHARACTERIZED,0.495064645,7.296379874,1,0
G6719,b1398,paaK,phenylacetate-CoA ligase,WELL-CHARACTERIZED,3.72804165,7.29354519,1,0
EG11810,b2903,gcvP,glycine decarboxylase,WELL-CHARACTERIZED,5.790046404,7.286146007,1,0
EG11104,b0591,entS,enterobactin exporter EntS,WELL-CHARACTERIZED,4.44866092,7.281794547,1,0
EG10798,b2499,purM,phosphoribosylformylglycinamide cyclo-ligase,WELL-CHARACTERIZED,8.323047927,7.278316999,1,0
G6714,b1393,paaF,"putative 2,3-dehydroadipyl-CoA hydratase",WELL-CHARACTERIZED,1.411802809,7.278086458,1,0
G7921,b4311,nanC,<i>N</i>-acetylneuraminate outer membrane channel,WELL-CHARACTERIZED,1.812542443,7.275189932,1,0
EG10499,b0078,ilvH,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",WELL-CHARACTERIZED,7.926582298,7.267218528,1,0
G6934,b1729,tcyP,cystine/sulfocysteine:cation symporter,WELL-CHARACTERIZED,8.701173462,7.267143883,1,0
EG10892,b3703,rpmH,50S ribosomal subunit protein L34,WELL-CHARACTERIZED,10.72276752,7.265377279,1,0
EG12287,b3583,sgbE,L-ribulose-5-phosphate 4-epimerase SgbE,WELL-CHARACTERIZED,2.64195646,7.257854408,1,0
EG11892,b2009,sbmC,DNA gyrase inhibitor,WELL-CHARACTERIZED,5.649035353,7.250824522,1,0
EG11794,b2806,rlmM,23S rRNA 2'-<i>O</i>-ribose C2498 methyltransferase,WELL-CHARACTERIZED,6.322921513,7.249670539,1,0
EG12296,b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",WELL-CHARACTERIZED,8.256663584,7.243912299,1,0
G7464,b2844,yqeF,putative acyltransferase,WELL-CHARACTERIZED,5.273522579,7.237746449,1,0
G6552,b1047,opgC,osmoregulated periplasmic glucans (OPG) biosynthesis protein C,WELL-CHARACTERIZED,3.691889452,7.230548318,1,0
EG11858,b3894,fdoG,formate dehydrogenase O subunit &alpha;,WELL-CHARACTERIZED,6.580780353,7.224962192,1,0
EG10290,b4287,fecE,ferric citrate ABC transporter ATP binding subunit,WELL-CHARACTERIZED,3.830312716,7.215337727,1,0
EG12283,b3579,yiaO,"2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein",WELL-CHARACTERIZED,0.741966915,7.213618714,1,0
EG12429,b0461,tomB,Hha toxicity modulator TomB,WELL-CHARACTERIZED,7.922571411,7.198356759,1,0
EG10056,b2841,araE,arabinose:H<sup>+</sup> symporter,WELL-CHARACTERIZED,3.785826488,7.192576702,1,0
G7686,b3241,aaeA,aromatic carboxylic acid efflux pump membrane fusion protein,WELL-CHARACTERIZED,2.807364465,7.185709517,1,0
G6718,b1397,paaJ,&beta;-ketoadipyl-CoA thiolase,WELL-CHARACTERIZED,3.63560119,7.176358014,1,0
G6323,b0577,ybdG,miniconductance mechanosensitive channel YbdG,WELL-CHARACTERIZED,5.170865285,7.167436746,1,0
EG10535,b1139,lit,e14 prophage; cell death peptidase Lit,WELL-CHARACTERIZED,4.170955968,7.164458738,1,0
EG12738,b3093,exuT,hexuronate transporter,WELL-CHARACTERIZED,3.403964777,7.159364702,1,0
G7486,b2867,xdhB,putative xanthine dehydrogenase FAD-binding subunit XdhB,WELL-CHARACTERIZED,2.442480257,7.157894735,1,0
EG10944,b2913,serA,phosphoglycerate dehydrogenase,WELL-CHARACTERIZED,10.39752182,7.154014464,1,0
EG10379,b3430,glgC,glucose-1-phosphate adenylyltransferase,WELL-CHARACTERIZED,8.057044769,7.140981285,1,0
G6746,b1435,rlhA,23S rRNA 5-hydroxycytidine C2501 synthase,WELL-CHARACTERIZED,5.732256297,7.139607795,1,0
EG10296,b0590,fepD,ferric enterobactin ABC transporter membrane subunit FebD,WELL-CHARACTERIZED,4.520092302,7.136330254,1,0
EG11883,b1429,tehA,tellurite resistance protein,WELL-CHARACTERIZED,4.541065306,7.127349956,1,0
G6760,b1449,curA,NADPH-dependent curcumin/dihydrocurcumin reductase,WELL-CHARACTERIZED,5.250926427,7.122193312,1,0
EG50002,b3185,rpmA,50S ribosomal subunit protein L27,WELL-CHARACTERIZED,11.26963492,7.120315747,1,0
EG11963,b3605,lldD,L-lactate dehydrogenase,WELL-CHARACTERIZED,4.714541301,7.113113603,1,0
EG11311,b3260,dusB,tRNA-dihydrouridine synthase B,WELL-CHARACTERIZED,8.949340236,7.110831731,1,0
EG10794,b2312,purF,amidophosphoribosyltransferase,WELL-CHARACTERIZED,7.880858197,7.108343278,1,0
EG12096,b4225,chpB,endoribonuclease toxin ChpB,WELL-CHARACTERIZED,4.620726662,7.088121025,1,0
G7948,b4366,bglJ,DNA-binding transcriptional regulator BglJ,WELL-CHARACTERIZED,1.826725681,7.087716069,1,0
EG11618,b2079,baeR,DNA-binding transcriptional activator BaeR-phosphorylated // DNA-binding transcriptional activator BaeR,WELL-CHARACTERIZED,5.595538293,7.08755005,1,0
EG10647,b1467,narY,nitrate reductase Z subunit &beta;,WELL-CHARACTERIZED,2.426957477,7.087389429,1,0
EG11426,b3624,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,WELL-CHARACTERIZED,5.524875816,7.084074414,1,0
EG10173,b0733,cydA,cytochrome <i>bd</i>-I subunit 1,WELL-CHARACTERIZED,8.285216739,7.076342147,1,0
EG10365,b2151,galS,DNA-binding transcriptional dual regulator GalS,WELL-CHARACTERIZED,3.259372446,7.056001895,1,0
EG11337,b2156,lysP,lysine:H+ symporter,WELL-CHARACTERIZED,7.755781839,7.046173209,1,0
EG11693,b3673,emrD,multidrug efflux pump EmrD,WELL-CHARACTERIZED,1.02614463,7.042903042,1,0
EG10745,b1602,pntB,pyridine nucleotide transhydrogenase subunit &beta;,WELL-CHARACTERIZED,9.205118764,7.039506653,1,0
EG11610,b2370,evgS,EvgS-<i>N</i>-phospho-L-histidine-721 // EvgS-phospho-L-aspartate // EvgS-<i>N</i>-phospho-L-histidine-1137 // sensor histidine kinase EvgS,WELL-CHARACTERIZED,4.142882185,7.025860914,1,0
G6425,b0822,ybiV,sugar phosphatase YbiV,WELL-CHARACTERIZED,5.853494568,7.018698428,1,0
EG12055,b2197,ccmE,periplasmic heme chaperone,WELL-CHARACTERIZED,4.033657017,7.018409358,1,0
G6571,b1113,ldtC,"L,D-transpeptidase LdtC",WELL-CHARACTERIZED,4.971827431,7.014947075,1,0
EG10920,b3065,rpsU,30S ribosomal subunit protein S21,WELL-CHARACTERIZED,11.44066471,7.009383263,1,0
EG10867,b3319,rplD,50S ribosomal subunit protein L4,WELL-CHARACTERIZED,11.59290046,7.007678854,1,0
EG10883,b3318,rplW,50S ribosomal subunit protein L23,WELL-CHARACTERIZED,11.83722411,6.995793698,1,0
EG12576,b4337,mdtM,multidrug efflux pump / bile salt:H<sup>+</sup> antiporter / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter,WELL-CHARACTERIZED,3.328100584,6.993235253,1,0
G6156,b0285,paoB,"aldehyde dehydrogenase, FAD-binding Fe-S subunit",WELL-CHARACTERIZED,2.209785947,6.991576548,1,0
EG10002,b0764,modB,molybdate ABC transporter membrane subunit,WELL-CHARACTERIZED,4.650136357,6.991156075,1,0
EG10493,b3772,ilvA,threonine deaminase,WELL-CHARACTERIZED,6.636498371,6.989955216,1,0
EG11000,b0004,thrC,threonine synthase,WELL-CHARACTERIZED,9.274270585,6.987691121,1,0
EG10866,b3320,rplC,50S ribosomal subunit protein L3,WELL-CHARACTERIZED,12.1652408,6.980942889,1,0
EG11471,b3827,bioP,biotin transporter,WELL-CHARACTERIZED,4.399753184,6.976801263,1,0
EG10889,b3936,rpmE,50S ribosomal subunit protein L31,WELL-CHARACTERIZED,11.16099111,6.971921392,1,0
EG10295,b0588,fepC,ferric enterobactin ABC transporter ATP binding subunit,WELL-CHARACTERIZED,4.811237176,6.969699658,1,0
EG10999,b0003,thrB,homoserine kinase,WELL-CHARACTERIZED,9.232802827,6.968977392,1,0
EG11517,b3925,glpX,"fructose-1,6-bisphosphatase 2",WELL-CHARACTERIZED,5.406778453,6.961473418,1,0
EG10387,b3869,glnL,protein histidine kinase NtrB,WELL-CHARACTERIZED,5.861628888,6.957166875,1,0
EG10240,b0015,dnaJ,chaperone protein DnaJ,WELL-CHARACTERIZED,7.786829787,6.954820927,1,0
EG10306,b1102,fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,WELL-CHARACTERIZED,3.924688926,6.948827809,1,0
EG11531,b1661,cfa,cyclopropane fatty acyl phospholipid synthase,WELL-CHARACTERIZED,8.704670005,6.943349872,1,0
EG10305,b0152,fhuD,Fe(3+) hydroxamate ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,4.863255497,6.942406884,1,0
EG10887,b3312,rpmC,50S ribosomal subunit protein L29,WELL-CHARACTERIZED,11.5296379,6.939385413,1,0
G6432,b0832,gsiD,glutathione ABC transporter membrane subunit GsiD,WELL-CHARACTERIZED,4.688480362,6.924342808,1,0
EG10461,b0473,htpG,chaperone protein HtpG,WELL-CHARACTERIZED,7.810264545,6.923693963,1,0
G6458,b0874,lysO,L-lysine/thialysine exporter,WELL-CHARACTERIZED,5.191828531,6.921512376,1,0
EG10500,b0077,ilvI,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit",WELL-CHARACTERIZED,7.873494737,6.91593171,1,0
EG11801,b2994,hybC,hydrogenase 2 large subunit,WELL-CHARACTERIZED,4.492621575,6.91453955,1,0
G7325,b2530,iscS,cysteine desulfurase IscS,WELL-CHARACTERIZED,9.200877627,6.912355161,1,0
G6665,b1329,mppA,murein tripeptide ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,5.582941476,6.908291646,1,0
EG10084,b0112,aroP,aromatic amino acid:H<sup>+</sup> symporter AroP,WELL-CHARACTERIZED,8.737431557,6.900317486,1,0
EG11753,b1216,chaA,Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA,WELL-CHARACTERIZED,6.109309467,6.894328179,1,0
EG12427,b0763,modA,molybdate ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,5.648951546,6.888442635,1,0
EG12469,b4130,dtpC,dipeptide/tripeptide:H<sup>+</sup> symporter DtpC,WELL-CHARACTERIZED,2.806927489,6.88653636,1,0
EG12079,b3480,nikE,Ni(2+) ABC transporter ATP binding subunit NikE,WELL-CHARACTERIZED,2.414491818,6.886339007,1,0
G6155,b0284,paoC,"aldehyde dehydrogenase, molybdenum cofactor-binding subunit",WELL-CHARACTERIZED,2.574093706,6.886037512,1,0
G6417,b0808,ybiO,moderate conductance mechanosensitive channel YbiO,WELL-CHARACTERIZED,3.173602444,6.883373588,1,0
EG10918,b3316,rpsS,30S ribosomal subunit protein S19,WELL-CHARACTERIZED,11.9450728,6.8821613,1,0
EG11737,b0198,metI,L-methionine/D-methionine ABC transporter membrane subunit,WELL-CHARACTERIZED,7.734807717,6.881810103,1,0
EG10632,b0677,nagA,<i>N</i>-acetylglucosamine-6-phosphate deacetylase,WELL-CHARACTERIZED,6.610448915,6.878498026,1,0
EG12080,b2698,recX,RecA inhibitor RecX,WELL-CHARACTERIZED,3.726641551,6.87824929,1,0
EG10783,b3725,pstB,phosphate ABC transporter ATP binding subunit,WELL-CHARACTERIZED,6.37367442,6.87724908,1,0
EG11314,b1131,purB,adenylosuccinate lyase,WELL-CHARACTERIZED,8.02137966,6.871021327,1,0
G7459,b2830,rppH,RNA pyrophosphohydrolase,WELL-CHARACTERIZED,8.301691928,6.855264506,1,0
EG10787,b1101,ptsG,EIIBC<sup>glc</sup> - phosphorylated // glucose-specific PTS enzyme IIBC component,WELL-CHARACTERIZED,9.618532586,6.853939081,1,0
EG12462,b4115,adiC,arginine:agmatine antiporter,WELL-CHARACTERIZED,1.519739211,6.85388695,1,0
G7146,b2174,lpxT,lipid A-core phosphotransferase,WELL-CHARACTERIZED,4.802542905,6.843229523,1,0
EG12153,b1469,narU,nitrate/nitrite transporter NarU,WELL-CHARACTERIZED,1.572607585,6.840803819,1,0
G7090,b2027,wzzB,O-antigen co-polymerase,WELL-CHARACTERIZED,8.565001908,6.838283585,1,0
G6783,b1489,dosP,oxygen-sensing c-di-GMP phosphodiesterase DosP,WELL-CHARACTERIZED,3.284454961,6.835266758,1,0
EG11353,b3626,waaJ,"UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase",WELL-CHARACTERIZED,6.141364181,6.83165881,1,0
G6416,b0807,rlmF,23S rRNA m<sup>6</sup>A1618 methyltransferase,WELL-CHARACTERIZED,5.077669594,6.823994672,1,0
EG10488,b2753,iap,alkaline phosphatase isozyme conversion protein,WELL-CHARACTERIZED,4.693367081,6.814400323,1,0
EG10312,b4313,fimE,regulator for fimA,WELL-CHARACTERIZED,3.08416832,6.811284725,1,0
EG10416,b2614,grpE,nucleotide exchange factor GrpE,WELL-CHARACTERIZED,9.060480158,6.808290702,1,0
G6872,b1628,rsxB,SoxR [2Fe-2S] reducing system protein RsxB,WELL-CHARACTERIZED,5.863795726,6.7927315,1,0
EG10880,b2606,rplS,50S ribosomal subunit protein L19,WELL-CHARACTERIZED,11.02998305,6.787945454,1,0
G0-10465,b4550,arfA,alternative ribosome-rescue factor A,WELL-CHARACTERIZED,5.232378639,6.779206808,1,0
