,sample_id,study,project,reference_condition,reference_condition_old,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth_Phase,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,PxK_sample_type,deleted_genes,mutated_genes,overexpressed_genes,passed_replicate_correlations,show_study,study_sort,qc_id
pmg_wt_352,MG1655_stationary_3h_GlcM9_N_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_3h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_N_Rep2_S6_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_3h_GlcM9_N_Rep2_S6_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_3h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0017
pmg_wt_353,MG1655_stationary_4h_GlcM9_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_C_4h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep1_S9_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep1_S9_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_C_4h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0020
pmg_wt_354,MG1655_stationary_4h_GlcM9_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_C_4h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep2_S10_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_Rep2_S10_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_C_4h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0021
pmg_wt_355,MG1655_stationary_4h_GlcM9_N_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_4h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep1_S11_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep1_S11_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_4h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0022
pmg_wt_356,MG1655_stationary_4h_GlcM9_N_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_4h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep2_S12_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_N_Rep2_S12_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_4h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0023
pmg_wt_357,MG1655_stationary_4h_GlcM9_S_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_S_4h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(0.03 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep1_S13_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep1_S13_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_S_4h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0024
pmg_wt_358,MG1655_stationary_4h_GlcM9_S_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_S_4h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(0.03 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep2_S14_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_4h_GlcM9_S_Rep2_S14_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_S_4h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0025
pmg_wt_359,MG1655_stationary_5h_GlcM9_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_C_5h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep1_S15_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep1_S15_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_C_5h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0026
pmg_wt_360,MG1655_stationary_5h_GlcM9_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_C_5h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep2_S16_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_Rep2_S16_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_C_5h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0027
pmg_wt_361,MG1655_stationary_5h_GlcM9_N_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_5h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep1_S17_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep1_S17_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_5h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0028
pmg_wt_362,MG1655_stationary_5h_GlcM9_N_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_5h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep2_S18_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_5h_GlcM9_N_Rep2_S18_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_5h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0029
pmg_wt_363,MG1655_stationary_8h_GlcM9_N_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_8h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep1_S23_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep1_S23_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_8h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0034
pmg_wt_364,MG1655_stationary_8h_GlcM9_N_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_8h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep2_S24_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_N_Rep2_S24_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_8h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0035
pmg_wt_365,MG1655_stationary_8h_GlcM9_S_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_S_8h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(0.03 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_S_Rep1_S25_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_S_Rep1_S25_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_S_8h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0036
pmg_wt_366,MG1655_stationary_8h_GlcM9_S_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_S_8h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(0.03 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_S_Rep2_S26_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_8h_GlcM9_S_Rep2_S26_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_S_8h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0037
pmg_wt_367,MG1655_stationary_12h_GlcM9_N_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_12h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_N_Rep1_S29_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_N_Rep1_S29_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_12h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0040
pmg_wt_368,MG1655_stationary_12h_GlcM9_N_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_N_12h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(0.06),O2,sauer trace element mixture,MgSO4(2 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_N_Rep2_S30_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_N_Rep2_S30_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_N_12h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0041
pmg_wt_369,MG1655_stationary_12h_GlcM9_S_Rep1,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_S_12h,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(0.03 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_S_Rep1_S31_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_S_Rep1_S31_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_S_12h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0042
pmg_wt_370,MG1655_stationary_12h_GlcM9_S_Rep2,stationary,TRN,pmg_wt_349;pmg_wt_350,stationary_C_3h,stationary_S_12h,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose,NH4Cl(1),O2,sauer trace element mixture,MgSO4(0.03 mM),,stationary,,,,Nova Seq,PAIRED,ILLUMINA,2,https://doi.org/10.1128/msystems.01315-24,GSE226643,,,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_S_Rep2_S32_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2022-02-08-IGM-NovaSeq/MG1655_stationary_12h_GlcM9_S_Rep2_S32_L001_R2_001.fastq.gz,Hyungyu Lim,Hyungyu Lim,TRUE,,TRUE,TRUE,TRN:stationary_S_12h,,,2/1/2022,,WT,,,,TRUE,stationary,0,pxk_0043
pmg_wt_371,abx_media__m9_ctrl__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,m9_ctrl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288042,SRR12820309,s3://precise-db/raw_data/abx_media/MIC_HRS_M9cntrlR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_M9cntrlR1_S35_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:m9_ctrl,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00357
pmg_wt_372,abx_media__m9_ctrl__2,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,m9_ctrl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288043,SRR12820310,s3://precise-db/raw_data/abx_media/M9cntrlR2_S23_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9cntrlR2_S23_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:m9_ctrl,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00358
pmg_wt_373,abx_media__rpmi_ctrl__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,rpmi_ctrl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,,,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288044,SRR12820311,s3://precise-db/raw_data/abx_media/MIC_HRS_RPMIcntrlR1_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_RPMIcntrlR1_S36_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_ctrl,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00359
pmg_wt_374,abx_media__rpmi_ctrl__2,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,rpmi_ctrl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,,,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288045,SRR12820312,s3://precise-db/raw_data/abx_media/RPMIcntrlR2_S24_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcntrlR2_S24_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_ctrl,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00360
pmg_wt_375,abx_media__camhb_ctrl__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,camhb_ctrl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,,,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288046,SRR12820313,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR1_S37_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR1_S37_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,FALSE,TRUE,TRUE,abx_media:camhb_ctrl,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00361
pmg_wt_376,abx_media__camhb_ctrl__2,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,camhb_ctrl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,,,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288047,SRR12820314,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR2_S38_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR2_S38_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_ctrl,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00362
pmg_wt_377,abx_media__m9_mero__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,m9_mero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288048,SRR12820315,s3://precise-db/raw_data/abx_media/M9meroR1_S31_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9meroR1_S31_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:m9_mero,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00363
pmg_wt_378,abx_media__m9_mero__2,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,m9_mero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288049,SRR12820316,s3://precise-db/raw_data/abx_media/M9meroR2_S32_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9meroR2_S32_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:m9_mero,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00364
pmg_wt_379,abx_media__rpmi_mero__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,rpmi_mero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,meropenem(32ug/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288050,SRR12820317,s3://precise-db/raw_data/abx_media/RPMImeroR1_S33_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMImeroR1_S33_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_mero,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00365
pmg_wt_380,abx_media__rpmi_mero__2,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,rpmi_mero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,meropenem(32ug/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288051,SRR12820318,s3://precise-db/raw_data/abx_media/RPMImeroR2_S34_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMImeroR2_S34_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_mero,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00366
pmg_wt_381,abx_media__camhb_mero__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,camhb_mero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,meropenem(256ug/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288052,SRR12820319,s3://precise-db/raw_data/abx_media/MHBmeroR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBmeroR1_S35_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_mero,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00367
pmg_wt_382,abx_media__camhb_mero__2,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,camhb_mero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,meropenem(256ug/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288053,SRR12820320,s3://precise-db/raw_data/abx_media/MHBmeroR2_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBmeroR2_S36_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_mero,TRUE,TRUE,7/3/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00368
pmg_wt_383,abx_media__m9_trisulf__1,AntibiotICA,abx_media,pmg_wt_371;pmg_wt_372,m9_ctrl,m9_trisulf,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),,,,,,NextSeq,PAIRED,ILLUMINA,2,doi.org/10.1128/mSphere.00443-21,GSE159494,SRX9288054,SRR12820321,s3://precise-db/raw_data/abx_media/M9TSR1_S37_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9TSR1_S37_R2_001.fastq.gz,Anand Sastry,Julia Xu,TRUE,TRUE,TRUE,TRUE,abx_media:m9_trisulf,TRUE,TRUE,7/8/2019,2,WT,,,,TRUE,All Other Studies,1,p1k_00369
